trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,50.784,50.784
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-16.923,-11.802
2019-2021,2,2021,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,18.954,18.954
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,15.01,15.01
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,3.444,3.444
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,4.712,4.712
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-26.223,13.911
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-65.619,-1.114
2019-2021,2,2021,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-47.36,22.813
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-31.108,1.452
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.597,3.043
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-31.894,-31.894
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,41.689,53.407
2019-2021,2,2021,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,48.358,48.358
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,79.99,79.99
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,24.985,24.985
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,3.412,36.899
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,31.534,31.534
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-6.959,42.128
2019-2021,2,2021,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-13.868,14.264
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-5.548,45.193
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-29.919,47.747
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-67.72,-67.72
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-7.668,10.936
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,49.534,136.8
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,81.777,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,97.52,129.466
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,90.466,104.035
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,59.352,71.127
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,91.436,127.254
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,78.514,98.713
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,71.784,71.784
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,25.114,25.114
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,34.282,34.282
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,9.216,9.216
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,55.21,55.21
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,21.849,57.888
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,19.788,19.788
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,69.514,69.514
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,51.88,51.88
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,11.177,11.177
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-36.853,-34.533
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-48.765,42.043
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,16.771,54.234
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-50.524,21.783
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-2.387,50.584
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-62.296,-47.773
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,30.482,58.714
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,66.216,66.216
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,78.645,78.645
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,113.007,113.007
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,35.47,36.069
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,84.068,84.068
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,29.357,66.986
2019-2021,2,2021,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,41.185,97.122
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,50.089,81.807
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-20.934,0.839
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-50.627,2.933
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-28.308,0.733
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-65.666,20.859
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-98.292,-22.179
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-20.971,44.375
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-58.685,-3.162
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-9.961,56.526
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-82.573,9.451
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-10.802,60.661
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-59.858,5.534
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-71.523,-19.368
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-4.674,65.014
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-24.607,-8.018
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-89.114,7.463
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-24.934,-16.109
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-15.759,-9.929
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,17.691,17.691
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-41.983,17.019
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-8.815,-8.815
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,0.572,9.731
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-52.111,-52.111
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-26.747,-22.22
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-25.37,-25.37
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-78.056,3.175
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-55.369,-30.436
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-34.756,25.725
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-33.843,-8.815
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.977,-55.588
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-2.29,26.289
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.559,-52.908
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-58.937,-19.995
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-81.497,2.447
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-36.471,26.623
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-53.278,-41.609
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-51.346,5.818
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-92.488,-19.335
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-69.472,-11.148
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-96.102,-18.331
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-76.273,-1.675
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-62.118,-25.054
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-15.683,22.02
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-62.622,-17.576
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-13.682,-13.596
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.977,-7.157
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-8.669,16.663
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-66.338,-38.725
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-70.173,-54.697
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-39.068,-5.105
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-73.336,-46.101
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-81.223,-8.872
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-87.878,-15.856
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-28.413,6.627
2019-2021,2,2021,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-28.92,-28.92
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-66.478,-2.57
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-14.474,-14.474
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-92.894,17.832
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-16.966,-16.966
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-62.243,-20.304
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,80.474,117.229
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,105.646,146.501
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,98.121,139.15
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,81.553,93.909
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,92.692,149.897
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,41.936,77.339
2019-2021,2,2021,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,60.228,60.228
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,56.866,56.866
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,61.64,61.64
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,19.287,19.287
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,83.135,83.135
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-0.561,39.193
2019-2021,2,2021,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,47.859,69.85
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,42.404,44.348
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,26.153,40.23
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,3.278,8.523
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,0.742,19.87
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI_PCD,EP_R1_NPPI_PCD,True,R1,NPPI,True,1.5,-11.536,-11.536
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.958,38.511
2019-2021,2,2021,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,23.235,34.134
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,32.086,61.601
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,7.379,43.658
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-60.075,-34.654
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-37.309,2.578
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,59.772,78.747
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,112.073,117.01
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,81.072,81.072
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,62.168,80.75
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,75.146,75.146
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-2.927,-2.927
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,NPPI,True,1.5,2.412,2.412
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,7.086,84.313
2019-2021,2,2021,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,43.34,66.078
