id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,451,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Queda,21.958,-29.222,100.0,0,-76.383,75.716
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,452,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Crescimento,73.748,73.748,100.0,0,622.46,622.46
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,453,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-15.208,17.605,66.7,1,-92.339,102.592
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,455,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Queda,13.288,-22.979,100.0,0,-220.667,272.742
Física (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,457,Física (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-11.934,21.699,50.0,3,-166.274,51.11
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,461,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,8.601,11.933,75.0,2,-37.171,137.114
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,463,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Queda,-9.888,-9.888,100.0,0,-15.516,-15.516
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,465,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Queda,-21.501,-21.501,100.0,0,-40.21,-40.21
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,467,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,-9.503,23.861,75.0,2,-77.002,59.296
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,468,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Crescimento,43.291,33.129,100.0,0,-102.084,-94.059
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,469,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,17.672,17.672,66.7,2,-199.144,-278.939
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,470,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Queda,-28.579,-57.393,100.0,0,-51.55,-163.677
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,471,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,23.247,16.578,50.0,1,-112.299,250.151
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,473,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Crescimento,5.976,13.718,100.0,0,-33.41,-149.138
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,474,Geologia (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,8.289,10.376,75.0,1,-25.064,30.005
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,475,Geologia (Bacharelado),Darcy Ribeiro,Diurno,CN,Queda,-2.703,-2.703,100.0,0,-5.412,-5.412
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,477,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Crescimento,27.953,27.953,100.0,0,-114.536,-114.536
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,478,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,18.836,18.836,50.0,1,639.433,639.433
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,480,Gestão Ambiental (Bacharelado),Planaltina,Noturno,AC,Crescimento,15.395,94.13,100.0,0,-19.99,-441.087
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,481,Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_NPPI,Queda,62.781,-49.846,100.0,0,-105.4,248.302
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,483,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,11.894,14.218,50.0,2,-28.023,-207.021
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,484,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,CN,Crescimento,13.501,13.501,100.0,0,-50.86,-50.86
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,487,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Queda,23.2,-46.975,100.0,0,-27.472,-134.88
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,489,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,17.389,-2.133,75.0,2,-70.975,29.752
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,490,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,CN,Oscilante,2.386,-8.886,50.0,2,-121.336,-260.815
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,491,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,-15.451,-9.538,66.7,2,-66.633,-72.711
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,493,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,Oscilante,18.301,7.465,66.7,2,-40.444,-91.047
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,494,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,-6.862,9.083,66.7,1,-44.854,-1638.588
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,496,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,Oscilante,12.323,-14.812,50.0,1,-29.359,-131.391
Gestão do Agronegócio (Bacharelado) | Planaltina | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,498,Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,AC,Oscilante,-0.664,5.262,50.0,3,-18.42,-79.946
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,501,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,8.601,,40.0,4,85.556,
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,502,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Oscilante,-10.561,-15.069,60.0,3,-393.252,-1100.065
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,503,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,9.159,11.408,66.7,2,431.617,89.18
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,505,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-9.993,-4.734,66.7,2,-134.309,55.636
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,506,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-15.077,-14.573,50.0,2,616.729,87.156
História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,509,História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-7.983,-5.824,66.7,2,-81.448,323.108
História (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,512,História (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-7.26,-3.832,50.0,3,-27.334,53.107
História (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,513,História (Licenciatura),Darcy Ribeiro,Noturno,CN,Oscilante,16.366,16.366,50.0,1,-207.306,-207.306
História (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,514,História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,6.325,23.795,66.7,1,-108.941,-198.378
História (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,515,História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,Oscilante,10.311,2.447,66.7,2,-64.87,-241.992
História (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,516,História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Queda,21.496,-29.698,100.0,0,-89.62,350.291
História (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,518,História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Oscilante,18.384,-12.366,50.0,1,-47.466,162.027
Japonês (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,519,Japonês (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-5.677,3.796,50.0,3,-54.877,-211.18
Japonês (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,520,Japonês (Licenciatura),Darcy Ribeiro,Noturno,CN,Crescimento,11.003,11.003,100.0,0,-11.973,-11.973
Japonês (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,521,Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,-10.401,-10.401,50.0,1,-103.19,-103.19
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,523,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,0.928,,40.0,4,10.236,
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,524,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,7.601,5.148,60.0,4,78.056,70.153
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,525,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-0.739,-0.813,50.0,3,338.254,334.221
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,527,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,21.442,14.079,66.7,2,-218.119,-794.654
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,528,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,2.276,-2.43,75.0,1,80.228,63.768
Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,530,Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-12.09,-3.614,50.0,3,-323.996,100.903
Letras - Espanhol (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,532,Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-6.004,-13.82,50.0,3,-29.257,-148.661
Letras - Espanhol (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,534,Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,Crescimento,-10.572,7.902,100.0,0,-15.075,-13.847
Letras - Espanhol (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,535,Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Crescimento,-5.949,59.219,100.0,0,-9.513,-509.077
Letras - Espanhol (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,536,Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Crescimento,15.384,15.384,100.0,0,-49.373,-49.373
Letras - Francês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,537,Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,-10.483,-10.432,66.7,1,-28.917,2577.08
Letras - Francês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,539,Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,-46.048,2.849,100.0,0,-126.854,-165.195
Letras - Francês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,540,Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-6.812,-6.812,50.0,1,-36.212,-36.212
Letras - Francês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,541,Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Estável,-29.674,0.282,50.0,1,-59.396,-40.44
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,542,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,5.112,12.473,80.0,2,163.77,62.945
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,543,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Oscilante,11.902,7.866,66.7,1,-192.166,-204.705
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,544,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-2.181,-13.037,75.0,2,-69.443,-416.879
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,545,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-8.346,-8.028,66.7,2,-97.773,-176.496
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,546,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-13.737,-10.216,50.0,1,417.85,139.966
Letras - Inglês (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,548,Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-4.632,-22.598,66.7,1,-128.213,-799.026
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,550,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,14.457,5.899,60.0,3,170.163,58.714
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,551,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Oscilante,15.379,10.309,60.0,4,-880.397,-10897.712
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,552,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-2.36,-2.36,75.0,1,-1174.352,406.735
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,554,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,5.968,11.054,66.7,2,-83.741,-1334.73
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,555,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-6.119,-25.143,75.0,2,-837.391,144.0
Letras - Português (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,557,Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,15.96,-2.922,66.7,2,-70.021,4760.281
Letras - Português (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,559,Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-0.605,5.332,50.0,2,-21.845,120.631
Letras - Português (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,561,Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,-26.152,4.111,50.0,1,-105.732,-344.843
Letras - Português (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,563,Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,-1.634,-8.506,66.7,2,-99.641,-339.848
Letras - Português (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,564,Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Oscilante,5.152,5.152,50.0,1,-35.085,-35.085
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,565,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,-2.555,-8.611,75.0,1,-56.41,68.44
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,566,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,CN,Queda,-18.56,-18.56,100.0,0,-35.974,-35.974
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,567,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Queda,-11.98,-11.98,100.0,0,-39.522,-43.091
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,568,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-6.19,-6.19,50.0,1,-21.4,-21.4
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,569,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,9.86,9.86,50.0,1,-83.791,-107.538
Letras – Português do Brasil como Segunda Língua (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,570,Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Crescimento,43.708,27.255,100.0,0,-96.844,-100.978
Letras – Tradução – Espanhol (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,571,Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,-4.616,-8.986,75.0,1,-26.381,-42.848
Letras – Tradução – Espanhol (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,573,Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Crescimento,-12.243,12.624,100.0,0,-25.003,-42.547
Letras – Tradução – Francês (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,575,Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,12.155,12.155,50.0,3,-59.975,705.726
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,577,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,-0.527,-1.212,60.0,2,-129.237,104.711
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,578,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,19.726,7.278,66.7,1,-130.514,-176.575
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,580,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Crescimento,6.639,20.24,100.0,0,-12.368,-84.534
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,581,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,15.32,-11.614,66.7,1,-159.823,259.63
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,584,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Crescimento,-27.199,25.062,100.0,0,-39.669,-158.002
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,585,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,-1.38,-15.041,75.0,2,-21.442,58.063
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,586,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,CN,Crescimento,79.054,79.054,100.0,0,1105.172,1105.172
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,587,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,50.427,50.427,100.0,0,158.854,158.854
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,588,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Queda,-20.382,-7.302,100.0,0,-40.252,-17.643
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,589,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Crescimento,23.034,13.683,100.0,0,-110.594,867.456
