id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,delta_min,delta_max,delta_min_pct,delta_max_pct,velocidade_min,velocidade_max,media_min,media_max,desvio_min,desvio_max,coef_var_min,coef_var_max,amplitude_media,amplitude_min,amplitude_max
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,610,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,28.975,55.923,94.939,61.257,26.948,-33.682,93.004,-35.478,6.737,-8.42,55.444,91.744,19.825,28.898,35.757,31.499,36.3,5.334,65.964
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,611,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,81.446,81.446,96.795,96.795,0.0,0.0,0.0,0.0,,,81.446,96.795,,,,,15.349,15.349,15.349
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI_PCD | EP=True | R=R1 | GE=PPI | PCD=True | SM=1.5,612,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,2,-40.024,-6.687,-40.024,-6.687,33.337,33.337,-83.293,-83.293,33.337,33.337,-23.356,-23.356,23.573,23.573,-100.93,-100.93,0.0,0.0,0.0
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,613,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,137.999,155.1,190.592,155.1,17.101,-35.492,12.392,-18.622,5.7,-11.831,155.278,173.581,15.426,14.545,9.934,8.379,18.303,0.0,52.593
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,614,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,162.281,162.281,162.281,162.281,0.0,0.0,0.0,0.0,,,162.281,162.281,,,,,0.0,0.0,0.0
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,615,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,103.215,103.215,103.215,103.215,0.0,0.0,0.0,0.0,,,103.215,103.215,,,,,0.0,0.0,0.0
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,616,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,107.509,107.509,107.509,107.509,0.0,0.0,0.0,0.0,,,107.509,107.509,,,,,0.0,0.0,0.0
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,617,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,101.453,78.632,124.97,98.015,-22.821,-26.955,-22.494,-21.569,-7.607,-8.985,97.292,117.738,12.768,15.684,13.123,13.321,20.445,12.02,26.86
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,618,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,115.802,115.802,119.954,119.954,0.0,0.0,0.0,0.0,,,115.802,119.954,,,,,4.152,4.152,4.152
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ_PCD | EP=True | R=R2 | GE=PPIQ | PCD=True | SM=1.0,619,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,-27.585,-27.585,-2.377,-2.377,0.0,0.0,-0.0,-0.0,,,-27.585,-2.377,,,,,25.208,25.208,25.208
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,620,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,AC,6,50.187,66.643,118.151,99.685,16.456,-18.466,32.789,-15.629,3.291,-3.693,69.067,,16.9,,24.469,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,621,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,CN,6,47.566,55.857,86.323,55.857,8.291,-30.466,17.431,-35.293,1.658,-6.093,50.499,56.959,22.369,26.557,44.297,46.625,6.459,0.0,38.757
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,622,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,22.149,-2.808,44.794,16.671,-24.957,-28.123,-112.678,-62.783,-6.239,-7.031,-2.415,34.109,33.037,17.039,-1367.78,49.956,36.524,19.479,76.843
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,623,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-18.653,-18.653,20.35,20.35,0.0,0.0,-0.0,0.0,,,-18.653,20.35,,,,,39.003,39.003,39.003
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,624,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-20.268,-33.589,43.442,27.235,-13.321,-16.207,65.724,-37.307,-4.44,-5.402,-21.187,32.421,22.31,9.185,-105.298,28.33,53.608,13.102,76.796
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,625,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-40.556,-40.556,10.004,10.004,0.0,0.0,-0.0,0.0,,,-40.556,10.004,,,,,50.56,50.56,50.56
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,626,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,20.855,37.329,70.061,41.765,16.474,-28.296,78.993,-40.388,4.118,-7.074,43.878,58.41,15.358,11.373,35.001,19.471,14.533,3.258,49.206
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,627,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,53.433,53.433,53.433,53.433,0.0,0.0,0.0,0.0,,,53.433,53.433,,,,,0.0,0.0,0.0
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,628,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-34.547,-34.547,-34.547,-34.547,0.0,0.0,-0.0,-0.0,,,-34.547,-34.547,,,,,0.0,0.0,0.0
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,629,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,5.198,-62.784,25.608,-29.375,-67.982,-54.983,-1307.849,-214.71,-16.996,-13.746,11.061,37.7,46.321,42.454,418.786,112.609,26.639,4.699,62.082
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,630,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,11.522,11.522,23.973,23.973,0.0,0.0,0.0,0.0,,,11.522,23.973,,,,,12.451,12.451,12.451
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,631,Museologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-63.96,-79.405,42.048,19.145,-15.445,-22.903,24.148,-54.469,-3.861,-5.726,-63.708,26.598,12.45,13.189,-19.543,49.584,90.306,71.35,106.008
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,632,Museologia (Bacharelado),Darcy Ribeiro,Diurno,CN,3,-68.311,-38.902,-68.311,-38.902,29.409,29.409,-43.052,-43.052,14.705,14.705,-55.471,-55.471,15.055,15.055,-27.14,-27.14,0.0,0.0,0.0
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,633,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-54.777,-54.777,-54.777,-54.777,0.0,0.0,-0.0,-0.0,,,-54.777,-54.777,,,,,0.0,0.0,0.0
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,634,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-86.04,-83.171,-63.772,-5.934,2.869,57.838,-3.334,-90.695,2.869,57.838,-84.606,-34.853,2.029,40.898,-2.398,-117.343,49.753,22.268,77.237
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,635,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-51.807,-75.472,-48.412,-75.472,-23.665,-27.06,45.679,55.895,-23.665,-27.06,-63.64,-61.942,16.734,19.134,-26.294,-30.891,1.698,0.0,3.395
Música (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,636,Música (Bacharelado),Darcy Ribeiro,Diurno,AC,4,-29.764,-2.409,-29.764,65.653,27.355,95.417,-91.906,-320.579,9.118,31.806,-12.09,29.386,17.38,41.374,-143.747,140.792,41.477,0.0,69.676
Música (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,637,Música (Licenciatura),Darcy Ribeiro,Diurno,AC,5,-66.315,-15.971,-66.315,132.273,50.344,198.588,-75.916,-299.462,12.586,49.647,-48.315,24.625,20.732,77.065,-42.91,312.956,72.939,0.0,148.244
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,638,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,13.326,-69.94,13.326,-69.94,-83.266,-83.266,-624.839,-624.839,-83.266,-83.266,-28.307,-28.307,58.878,58.878,-207.998,-207.998,0.0,0.0,0.0
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,639,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-0.727,30.345,-0.727,41.995,31.072,42.722,-4274.003,-5876.479,31.072,42.722,14.809,20.634,21.971,30.209,148.364,146.404,5.825,0.0,11.65
Música (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,640,Música (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,17.12,17.12,17.12,17.12,0.0,0.0,0.0,0.0,,,17.12,17.12,,,,,0.0,0.0,0.0
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,641,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-64.024,-64.024,-64.024,-64.024,0.0,0.0,-0.0,-0.0,,,-64.024,-64.024,,,,,0.0,0.0,0.0
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,642,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,AC,6,26.002,70.097,130.595,99.32,44.095,-31.275,169.583,-23.948,8.819,-6.255,54.602,95.65,17.117,23.692,31.349,24.77,41.048,14.764,104.593
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,643,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,CN,6,3.338,50.784,26.599,50.784,47.446,24.185,1421.39,90.924,9.489,4.837,19.344,23.221,21.743,20.347,112.401,87.624,3.877,0.0,23.261
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,644,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-16.923,4.712,-11.802,4.712,21.635,16.514,-127.844,-139.925,5.409,4.128,5.039,6.064,13.947,11.98,276.751,197.57,1.024,0.0,5.121
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,645,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-26.223,-26.223,13.911,13.911,0.0,0.0,-0.0,0.0,,,-26.223,13.911,,,,,40.134,40.134,40.134
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,646,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-65.619,-25.597,-1.114,3.043,40.022,4.157,-60.991,-373.16,13.341,1.386,-42.421,6.548,18.015,10.977,-42.466,167.632,48.97,28.64,70.173
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,647,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-31.894,-31.894,-31.894,-31.894,0.0,0.0,-0.0,-0.0,,,-31.894,-31.894,,,,,0.0,0.0,0.0
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,648,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,41.689,3.412,53.407,36.899,-38.277,-16.508,-91.816,-30.91,-9.569,-4.127,39.687,48.728,28.441,20.634,71.663,42.345,9.041,0.0,33.487
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,649,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,31.534,31.534,31.534,31.534,0.0,0.0,0.0,0.0,,,31.534,31.534,,,,,0.0,0.0,0.0
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,650,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-6.959,-67.72,42.128,-67.72,-60.761,-109.848,873.128,-260.748,-15.19,-27.462,-24.803,16.322,25.869,48.873,-104.298,299.423,41.125,0.0,77.666
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,651,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-7.668,-7.668,10.936,10.936,0.0,0.0,-0.0,0.0,,,-7.668,10.936,,,,,18.604,18.604,18.604
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,652,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,49.534,91.436,136.8,127.254,41.902,-9.546,84.592,-6.978,8.38,-1.909,78.348,,19.435,,24.806,,,,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,653,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,CN,6,78.514,55.21,98.713,55.21,-23.304,-43.503,-29.681,-44.07,-4.661,-8.701,45.687,49.053,27.323,32.86,59.806,66.989,3.366,0.0,20.199
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,654,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,21.849,11.177,57.888,11.177,-10.672,-46.711,-48.844,-80.692,-2.668,-11.678,34.842,42.049,24.738,25.251,71.002,60.051,7.208,0.0,36.039
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,655,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-36.853,-36.853,-34.533,-34.533,0.0,0.0,-0.0,-0.0,,,-36.853,-34.533,,,,,2.32,2.32,2.32
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,656,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-48.765,-2.387,42.043,50.584,46.378,8.541,-95.105,20.315,15.459,2.847,-21.226,42.161,33.741,14.514,-158.961,34.426,63.387,37.463,90.808
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,657,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-62.296,-62.296,-47.773,-47.773,0.0,0.0,-0.0,-0.0,,,-62.296,-47.773,,,,,14.523,14.523,14.523
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,658,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,30.482,35.47,58.714,36.069,4.988,-22.645,16.364,-38.568,1.247,-5.661,64.764,70.53,33.747,28.355,52.108,40.202,5.766,0.0,28.232
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,659,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,84.068,84.068,84.068,84.068,0.0,0.0,0.0,0.0,,,84.068,84.068,,,,,0.0,0.0,0.0
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,660,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,29.357,-50.627,66.986,2.933,-79.984,-64.053,-272.453,-95.621,-19.996,-16.013,9.814,49.937,43.551,45.146,443.762,90.406,40.123,21.773,55.937
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,661,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-28.308,-28.308,0.733,0.733,0.0,0.0,-0.0,0.0,,,-28.308,0.733,,,,,29.041,29.041,29.041
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,662,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,AC,6,-65.666,-4.674,20.859,65.014,60.992,44.155,-92.882,211.683,12.198,8.831,-30.6,38.011,29.957,32.286,-97.9,84.939,68.611,52.155,86.525
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,663,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-98.292,-24.607,-22.179,-8.018,73.685,14.161,-74.965,-63.849,18.421,3.54,-64.803,-3.675,27.906,12.436,-43.062,-338.414,61.128,16.589,92.024
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,664,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,CN,5,-89.114,-26.747,7.463,-22.22,62.367,-29.683,-69.986,-397.735,15.592,-7.421,-34.606,0.413,34.205,16.058,-98.842,3890.131,35.019,4.527,96.577
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,665,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,CN,5,-24.934,-25.37,-16.109,-25.37,-0.436,-9.261,1.749,57.49,-0.109,-2.315,-18.708,-16.943,25.601,25.368,-136.847,-149.725,1.765,0.0,8.825
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,666,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-78.056,-2.29,3.175,26.289,75.766,23.114,-97.066,728.0,25.255,7.705,-45.27,-0.1,33.968,38.527,-75.035,-38623.405,45.17,10.389,81.231
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,667,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-55.369,-65.559,-30.436,-52.908,-10.19,-22.472,18.404,73.834,-5.095,-11.236,-51.59,-30.72,16.192,22.048,-31.386,-71.771,20.871,12.651,25.028
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,668,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-58.937,-58.937,-19.995,-19.995,0.0,0.0,-0.0,-0.0,,,-58.937,-19.995,,,,,38.942,38.942,38.942
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,669,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-81.497,-69.472,2.447,-11.148,12.025,-13.595,-14.755,-555.578,4.008,-4.532,-59.696,5.935,19.832,15.621,-33.222,263.193,65.632,57.164,83.944
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,670,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-53.278,-96.102,-41.609,-18.331,-42.824,23.278,80.378,-55.945,-21.412,11.639,-80.623,-26.425,23.75,13.159,-29.458,-49.799,54.198,11.669,77.771
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,671,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-76.273,-70.173,-1.675,-54.697,6.1,-53.022,-7.998,3165.493,1.525,-13.256,-36.896,-6.257,33.33,30.603,-90.335,-489.102,30.639,0.086,74.598
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,672,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-62.118,-66.338,-25.054,-38.725,-4.22,-13.671,6.794,54.566,-1.407,-4.557,-57.264,-22.128,12.995,13.277,-22.693,-60.003,35.136,27.613,45.046
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,673,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-39.068,-39.068,-5.105,-5.105,0.0,0.0,-0.0,-0.0,,,-39.068,-5.105,,,,,33.963,33.963,33.963
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,674,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-73.336,-73.336,-46.101,-46.101,0.0,0.0,-0.0,-0.0,,,-73.336,-46.101,,,,,27.235,27.235,27.235
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,675,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-81.223,-92.894,-8.872,17.832,-11.671,26.704,14.369,-300.992,-3.89,8.901,-67.252,3.254,28.058,11.617,-41.721,356.975,70.506,35.04,110.726
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,676,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-87.878,-16.966,-15.856,-16.966,70.912,-1.11,-80.694,7.001,23.637,-0.37,-37.06,-19.054,34.461,6.656,-92.988,-34.932,18.006,0.0,72.022
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,677,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-62.243,-62.243,-20.304,-20.304,0.0,0.0,-0.0,-0.0,,,-62.243,-20.304,,,,,41.939,41.939,41.939
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,678,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,AC,5,80.474,92.692,117.229,149.897,12.218,32.668,15.183,27.867,3.054,8.167,91.697,129.337,10.79,23.534,11.767,18.196,37.64,12.356,57.205
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,679,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,CN,6,41.936,83.135,77.339,83.135,41.199,5.796,98.243,7.494,8.24,1.159,53.849,59.749,21.469,22.386,39.869,37.466,5.9,0.0,35.403
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,680,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-0.561,3.278,39.193,8.523,3.839,-30.67,-684.314,-78.254,0.96,-7.667,23.827,40.429,22.052,21.797,92.55,53.916,16.602,1.944,39.754
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,681,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,0.742,0.742,19.87,19.87,0.0,0.0,0.0,0.0,,,0.742,19.87,,,,,19.128,19.128,19.128
