id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,delta_min,delta_max,delta_min_pct,delta_max_pct,velocidade_min,velocidade_max,media_min,media_max,desvio_min,desvio_max,coef_var_min,coef_var_max,amplitude_media,amplitude_min,amplitude_max
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,260,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-70.759,-16.337,-0.024,-15.772,54.422,-15.748,-76.912,65616.667,18.141,-5.249,-30.861,-5.54,26.785,15.016,-86.793,-271.055,25.321,0.565,70.735
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,261,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-91.266,-72.467,22.938,-34.575,18.799,-57.513,-20.598,-250.732,6.266,-19.171,-63.982,-15.068,29.686,29.82,-46.397,-197.912,48.914,15.739,114.204
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,262,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,2,-27.052,1.609,-13.512,38.076,28.661,51.588,-105.948,-381.794,28.661,51.588,-12.721,12.282,20.266,36.478,-159.308,297.006,25.004,13.54,36.467
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,263,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-34.592,-19.322,-33.682,0.653,15.27,34.335,-44.143,-101.939,15.27,34.335,-26.957,-16.514,10.798,24.279,-40.055,-147.013,10.442,0.91,19.975
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,264,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-69.589,-69.589,-46.355,-46.355,0.0,0.0,-0.0,-0.0,,,-69.589,-46.355,,,,,23.234,23.234,23.234
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,265,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,-72.598,-72.598,-29.223,-29.223,0.0,0.0,-0.0,-0.0,,,-72.598,-29.223,,,,,43.375,43.375,43.375
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,266,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-16.974,-16.974,0.769,0.769,0.0,0.0,-0.0,0.0,,,-16.974,0.769,,,,,17.743,17.743,17.743
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,267,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-86.267,-86.267,-8.852,-8.852,0.0,0.0,-0.0,-0.0,,,-86.267,-8.852,,,,,77.415,77.415,77.415
Enfermagem (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,268,Enfermagem (Bacharelado),Ceilândia,Diurno,AC,6,9.2,28.045,70.871,92.811,18.845,21.94,204.837,30.958,3.769,4.388,22.712,64.59,14.124,28.713,62.184,44.454,41.877,6.762,64.766
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,269,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,AC,6,6.734,53.833,93.171,90.752,47.099,-2.419,699.421,-2.596,9.42,-0.484,40.66,,21.464,,52.789,,,,
Enfermagem (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,270,Enfermagem (Bacharelado),Ceilândia,Diurno,CN,6,6.016,22.701,17.233,22.701,16.685,5.468,277.344,31.73,3.337,1.094,7.341,9.211,28.467,28.729,387.761,311.91,1.87,0.0,11.217
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,271,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,CN,6,31.111,39.99,61.195,39.99,8.879,-21.205,28.54,-34.652,1.776,-4.241,28.614,33.628,16.643,21.398,58.164,63.632,5.014,0.0,30.084
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,272,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-16.36,-49.851,12.216,-32.128,-33.491,-44.344,204.713,-362.999,-8.373,-11.086,-11.204,16.625,24.615,31.065,-219.7,186.865,27.828,8.389,47.978
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,273,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-26.556,-9.897,13.018,1.734,16.659,-11.284,-62.732,-86.68,4.165,-2.821,1.271,14.172,20.191,9.954,1588.06,70.237,12.901,3.013,39.574
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,274,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-46.839,-46.839,3.143,3.143,0.0,0.0,-0.0,0.0,,,-46.839,3.143,,,,,49.982,49.982,49.982
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,275,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-31.522,-31.522,17.682,17.682,0.0,0.0,-0.0,0.0,,,-31.522,17.682,,,,,49.204,49.204,49.204
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,276,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-50.128,-35.67,18.233,-13.949,14.458,-32.182,-28.842,-176.504,4.819,-10.727,-30.504,16.046,23.179,21.063,-75.988,131.27,46.55,21.721,68.361
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,277,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-58.894,-7.654,24.588,20.717,51.24,-3.871,-87.004,-15.743,17.08,-1.29,-11.16,31.917,33.38,12.362,-299.1,38.733,43.077,28.371,83.482
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,278,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,12.11,-16.271,43.716,-1.68,-28.381,-45.396,-234.36,-103.843,-7.095,-11.349,7.784,25.732,17.134,22.598,220.12,87.822,17.948,7.103,31.606
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,279,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-12.543,6.012,16.446,18.469,18.555,2.023,-147.931,12.301,4.639,0.506,25.183,43.511,35.586,26.76,141.309,61.501,18.329,0.765,35.826
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,280,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,8.744,8.744,18.405,18.405,0.0,0.0,0.0,0.0,,,8.744,18.405,,,,,9.661,9.661,9.661
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,281,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,28.885,28.885,42.362,42.362,0.0,0.0,0.0,0.0,,,28.885,42.362,,,,,13.477,13.477,13.477
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,282,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,-43.64,-43.64,-43.64,-43.64,0.0,0.0,-0.0,-0.0,,,-43.64,-43.64,,,,,0.0,0.0,0.0
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,283,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,5,-20.508,-77.474,11.174,-39.613,-56.966,-50.787,277.775,-454.51,-14.242,-12.697,-35.128,-7.291,35.186,32.493,-100.164,-445.633,27.837,19.361,37.861
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,284,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-20.184,-52.781,20.99,-29.624,-32.597,-50.614,161.499,-241.134,-8.149,-12.654,-12.696,18.724,28.502,29.038,-224.485,155.088,31.42,10.177,62.236
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,285,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-46.024,-46.024,-16.22,-16.22,0.0,0.0,-0.0,-0.0,,,-46.024,-16.22,,,,,29.804,29.804,29.804
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,286,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-32.977,-32.977,21.488,21.488,0.0,0.0,-0.0,0.0,,,-32.977,21.488,,,,,54.465,54.465,54.465
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,287,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-48.911,-53.928,18.608,39.353,-5.017,20.745,10.257,111.484,-1.254,5.186,-13.066,71.733,37.326,47.376,-285.665,66.045,84.8,48.72,147.265
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,288,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,CN,4,72.619,-51.192,72.619,-51.192,-123.811,-123.811,-170.494,-170.494,-41.27,-41.27,24.706,24.706,59.025,59.025,238.903,238.903,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,289,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-15.863,-53.536,-15.863,-53.536,-37.673,-37.673,237.49,237.49,-18.836,-18.836,-1.397,-1.397,60.68,60.68,-4344.623,-4344.623,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,290,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-72.216,-72.216,-72.216,-72.216,0.0,0.0,-0.0,-0.0,,,-72.216,-72.216,,,,,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,291,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-14.794,-58.071,1.282,12.011,-43.277,10.729,292.531,836.895,-21.638,5.364,-42.634,3.446,24.158,7.714,-56.663,223.823,46.081,16.076,70.082
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,292,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-44.993,-44.993,-34.671,-34.671,0.0,0.0,-0.0,-0.0,,,-44.993,-34.671,,,,,10.322,10.322,10.322
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,293,Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-45.951,110.263,-23.355,110.263,156.214,133.618,-339.958,-572.117,52.071,44.539,-10.393,48.584,80.557,56.202,-775.109,115.679,58.977,0.0,125.105
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,294,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-10.667,71.072,147.15,110.0,81.739,-37.15,-766.279,-25.246,16.348,-7.43,40.516,,45.774,,112.978,,,,
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,295,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,CN,6,66.75,26.849,101.479,26.849,-39.901,-74.63,-59.777,-73.542,-7.98,-14.926,19.213,25.001,38.317,48.266,199.438,193.057,5.788,0.0,34.729
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,296,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-10.46,-19.162,-10.46,28.158,-8.702,38.618,83.193,-369.197,-4.351,19.309,-14.798,13.766,4.351,21.104,-29.402,153.301,28.565,0.0,47.32
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,297,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-46.606,-46.606,-6.776,-6.776,0.0,0.0,-0.0,-0.0,,,-46.606,-6.776,,,,,39.83,39.83,39.83
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,298,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,5.858,-33.289,5.858,-33.289,-39.147,-39.147,-668.266,-668.266,-13.049,-13.049,-23.772,-7.672,20.203,23.969,-84.986,-312.437,16.101,0.0,47.159
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,299,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-68.924,-29.887,39.037,76.766,39.037,37.729,-56.638,96.649,13.012,12.576,-30.5,63.041,27.339,20.353,-89.636,32.286,93.541,60.158,107.961
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,300,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,19.123,19.123,44.103,44.103,0.0,0.0,0.0,0.0,,,19.123,44.103,,,,,24.98,24.98,24.98
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,301,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-27.977,-43.065,1.668,-7.167,-15.088,-8.835,53.93,-529.676,-7.544,-4.417,-29.259,26.614,13.211,51.051,-45.152,191.818,55.873,29.645,102.077
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,302,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-20.258,-20.258,41.376,41.376,0.0,0.0,-0.0,0.0,,,-20.258,41.376,,,,,61.634,61.634,61.634
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,303,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-54.46,97.075,165.36,144.38,151.535,-20.98,-278.25,-12.687,37.884,-5.245,31.445,123.592,83.046,75.866,264.102,61.384,92.147,30.822,219.82
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,304,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-12.144,19.288,-12.144,19.288,31.432,31.432,-258.827,-258.827,10.477,10.477,42.557,42.557,46.901,46.901,110.207,110.207,0.0,0.0,0.0
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,305,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-26.903,-22.252,-26.903,6.079,4.651,32.982,-17.288,-122.596,4.651,32.982,-24.578,-10.412,3.289,23.322,-13.381,-223.99,14.166,0.0,28.331
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,306,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-62.725,21.442,10.242,51.5,84.167,41.258,-134.184,402.831,28.056,13.753,-13.514,12.242,35.724,27.824,-264.351,227.272,25.756,0.0,72.967
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,307,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-45.468,25.261,145.719,75.92,70.729,-69.799,-155.558,-47.9,23.576,-23.266,-15.286,105.9,29.489,40.316,-192.916,38.07,121.186,50.659,191.187
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,308,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-6.585,-6.585,58.012,58.012,0.0,0.0,-0.0,0.0,,,-6.585,58.012,,,,,64.597,64.597,64.597
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,309,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-25.08,51.632,33.134,72.957,76.712,39.823,-305.869,120.188,25.571,13.274,-5.188,39.95,39.671,22.936,-764.712,57.412,45.138,21.325,58.214
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,310,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-23.359,-23.359,-23.359,-23.359,0.0,0.0,-0.0,-0.0,,,-23.359,-23.359,,,,,0.0,0.0,0.0
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,311,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-65.083,-69.015,17.752,65.667,-3.932,47.915,6.042,269.913,-0.983,11.979,-61.697,42.234,9.461,18.916,-15.334,44.79,103.93,82.835,134.682
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,312,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-27.121,-59.51,8.294,-59.51,-32.389,-67.804,119.424,-817.507,-8.097,-16.951,-34.463,-27.38,14.735,24.453,-42.755,-89.311,7.083,0.0,35.415
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,313,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-2.213,-15.457,-2.213,9.613,-13.244,11.826,598.464,-534.388,-13.244,11.826,-8.835,3.7,9.365,8.362,-105.998,226.007,12.535,0.0,25.07
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,314,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-72.218,-21.467,20.162,-21.467,50.751,-41.629,-70.275,-206.473,50.751,-41.629,-46.842,-0.652,35.886,29.436,-76.611,-4511.287,46.19,0.0,92.38
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,315,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-29.541,-13.984,-29.541,-13.984,15.557,15.557,-52.662,-52.662,7.778,7.778,-32.124,-31.247,19.559,18.176,-60.888,-58.168,0.877,0.0,2.631
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,316,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-27.754,-27.754,-27.754,-27.754,0.0,0.0,-0.0,-0.0,,,-27.754,-27.754,,,,,0.0,0.0,0.0
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,317,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-42.766,-50.84,-42.766,-13.077,-8.074,29.689,18.879,-69.422,-4.037,14.844,-33.151,-20.564,23.988,19.565,-72.358,-95.141,12.588,0.0,37.763
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,318,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-40.37,84.017,134.759,170.136,124.387,35.377,-308.117,26.252,31.097,8.844,47.911,132.379,62.957,54.447,131.404,41.13,84.468,29.351,175.129
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,319,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-19.965,25.527,1.525,25.527,45.492,24.002,-227.859,1573.902,11.373,6.001,56.383,60.681,60.031,53.626,106.471,88.374,4.298,0.0,21.49
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,320,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-32.767,-42.409,-32.767,-41.277,-9.642,-8.51,29.426,25.971,-4.821,-4.255,-34.79,-24.309,6.836,22.427,-19.65,-92.258,10.481,0.0,30.31
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,321,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-4.756,-4.756,8.105,8.105,0.0,0.0,-0.0,0.0,,,-4.756,8.105,,,,,12.861,12.861,12.861
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,322,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-37.722,-24.504,54.405,59.809,13.218,5.404,-35.041,9.933,6.609,2.702,-29.963,53.607,6.903,6.637,-23.038,12.38,83.57,74.27,92.127
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,323,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,19.302,-65.329,65.536,-19.947,-84.631,-85.483,-438.457,-130.437,-21.158,-21.371,-15.903,48.061,47.915,40.298,-301.302,83.847,63.964,30.418,112.362
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,324,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-19.193,-19.193,79.642,79.642,0.0,0.0,-0.0,0.0,,,-19.193,79.642,,,,,98.835,98.835,98.835
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,325,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-46.573,1.944,42.867,1.944,48.517,-40.923,-104.174,-95.465,24.258,-20.461,-27.903,8.256,26.119,31.926,-93.604,386.706,36.159,0.0,89.44
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,326,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-53.086,-53.086,-27.897,-27.897,0.0,0.0,-0.0,-0.0,,,-53.086,-27.897,,,,,25.189,25.189,25.189
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,327,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-102.234,83.117,142.555,151.18,185.351,8.625,-181.301,6.05,37.07,1.725,28.009,,79.775,,284.823,,,,
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,328,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,CN,6,27.299,68.151,30.337,68.151,40.852,37.814,149.647,124.646,8.17,7.563,25.285,25.791,42.095,42.142,166.484,163.399,0.506,0.0,3.038
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,329,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-40.249,-32.365,33.782,-32.365,7.884,-66.147,-19.588,-195.805,7.884,-66.147,-36.307,0.708,5.575,46.773,-15.355,6601.693,37.016,0.0,74.031
