Curso,Campus,Turno,Modalidade,Triênios,Primeira Nota,Última Nota,Média Histórica,Mediana Histórica,Mínimo Histórico,Máximo Histórico,Previsão,Δ Média,Δ Última,Índice de Estabilidade,Estabilidade,CV (%),Desvio,Amplitude,Volatilidade,Mudanças
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-20.59,-20.59,-20.59,-20.59,-20.59,-20.59,-20.59,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,2,-5.05,11.4,3.18,3.18,-5.05,11.4,18.25,15.08,6.85,50.96,Moderada,366.08,11.63,16.45,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,2,46.82,-30.75,8.03,8.03,-30.75,46.82,-43.68,-51.71,-12.93,41.74,Moderada,682.83,54.85,77.57,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-30.46,-30.46,-30.46,-30.46,-30.46,-30.46,-30.46,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,-86.27,-86.27,-86.27,-86.27,-86.27,-86.27,-86.27,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-5.76,-5.76,-5.76,-5.76,-5.76,-5.76,-5.76,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-31.9,34.7,-10.83,-15.1,-50.2,34.7,14.88,25.71,-19.82,42.42,Moderada,-312.79,33.86,84.9,64.4,4.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-6.14,-20.38,24.95,24.5,-20.38,67.47,2.22,-22.74,22.6,30.15,Baixa,155.35,38.76,87.85,55.23,1.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-43.86,-66.49,-55.17,-55.17,-66.49,-43.86,-70.26,-15.08,-3.77,61.8,Alta,-29.0,16.0,22.62,0.0,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-55.12,-55.12,-55.12,-55.12,-55.12,-55.12,-55.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-29.88,-22.55,-26.22,-26.22,-29.88,-22.55,-21.94,4.28,0.61,62.29,Alta,-19.77,5.18,7.33,0.0,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-66.2,-25.06,-51.94,-57.6,-67.49,-25.06,-24.45,27.49,0.62,51.95,Moderada,-38.12,19.8,42.43,13.28,1.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-73.19,-73.19,-73.19,-73.19,-73.19,-73.19,-73.19,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-50.63,-14.19,-35.4,-41.37,-50.63,-14.19,-11.95,23.45,2.24,58.39,Moderada,-53.5,18.94,36.44,12.67,0.0
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-54.02,-54.02,-54.02,-54.02,-54.02,-54.02,-54.02,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharias (FGA),Gama,Diurno,AC,6,-101.98,61.7,25.9,50.48,-101.98,70.39,70.15,44.26,8.45,24.49,Baixa,249.19,64.54,172.37,73.66,2.0
Engenharias (FGA),Gama,Diurno,CN,6,-57.12,17.21,2.3,10.38,-57.12,33.37,21.46,19.17,4.26,30.15,Baixa,1416.62,32.52,90.5,36.53,2.0
Engenharias (FGA),Gama,Diurno,EP_R1_NPPI,4,-46.52,-36.99,-43.21,-41.76,-53.71,-35.61,-34.94,8.26,2.05,49.39,Moderada,-19.72,8.52,18.1,13.25,2.0
Engenharias (FGA),Gama,Diurno,EP_R1_NPPIQ,1,-52.56,-52.56,-52.56,-52.56,-52.56,-52.56,-52.56,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharias (FGA),Gama,Diurno,EP_R1_PPI,4,-56.99,-48.14,-56.55,-55.47,-67.13,-48.14,-48.19,8.36,-0.05,53.23,Moderada,-14.05,7.95,18.98,11.92,1.0
Engenharias (FGA),Gama,Diurno,EP_R2_NPPI,5,-100.53,-90.27,-30.7,11.74,-100.53,13.07,-52.84,-22.14,37.43,37.11,Baixa,-192.79,59.18,113.61,88.38,3.0
Engenharias (FGA),Gama,Diurno,EP_R2_NPPIQ,1,-8.2,-8.2,-8.2,-8.2,-8.2,-8.2,-8.2,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharias (FGA),Gama,Diurno,EP_R2_NPPIQ_PCD,1,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,-2.52,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharias (FGA),Gama,Diurno,EP_R2_PPI,4,-80.25,-44.06,-60.86,-59.57,-80.25,-44.06,-43.26,17.6,0.79,46.59,Moderada,-25.19,15.33,36.2,18.68,2.0
Engenharias (FGA),Gama,Diurno,EP_R2_PPIQ,1,-63.2,-63.2,-63.2,-63.2,-63.2,-63.2,-63.2,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-72.06,14.48,-11.44,12.46,-86.08,34.51,-3.68,7.76,-18.16,39.62,Baixa,-466.56,53.36,120.59,92.78,4.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-42.67,8.24,-29.26,-40.37,-44.55,8.24,0.32,29.59,-7.91,44.79,Moderada,-85.94,25.15,52.79,31.51,2.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-32.74,-32.74,-32.74,-32.74,-32.74,-32.74,-32.74,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-20.06,-20.06,-20.06,-20.06,-20.06,-20.06,-20.06,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-0.12,-34.55,-25.85,-26.83,-49.62,-0.12,-44.72,-18.86,-10.17,50.95,Moderada,-81.99,21.2,49.49,23.7,1.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-27.07,-27.07,-27.07,-27.07,-27.07,-27.07,-27.07,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,0.03,-39.18,-19.58,-19.58,-39.18,0.03,-55.52,-35.95,-16.34,64.52,Alta,-141.65,27.73,39.22,0.0,0.0
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-34.45,-34.45,-34.45,-34.45,-34.45,-34.45,-34.45,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Ceilândia,Diurno,AC,6,-85.28,31.94,-4.15,6.05,-85.28,31.94,33.94,38.09,2.01,48.16,Moderada,-1002.48,41.57,117.21,38.21,2.0
Farmácia (Bacharelado),Ceilândia,Diurno,CN,6,-26.27,15.62,-2.02,7.59,-53.8,37.12,1.13,3.15,-14.49,47.27,Moderada,-1611.59,32.64,90.92,53.38,2.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-60.35,-52.23,-46.65,-52.23,-60.35,-18.32,-48.88,-2.22,3.35,48.22,Moderada,-35.49,16.56,42.02,28.07,2.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-33.17,-33.17,-33.17,-33.17,-33.17,-33.17,-33.17,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-39.52,-42.82,-27.03,-34.06,-42.82,2.82,-39.49,-12.46,3.33,48.31,Moderada,-76.97,20.81,45.64,38.59,1.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-76.44,-86.27,-29.74,-6.5,-86.27,22.31,-59.49,-29.75,26.78,37.19,Baixa,-163.04,48.49,108.58,76.84,3.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-83.87,-59.03,-52.65,-54.74,-83.87,-17.25,-52.32,0.33,6.71,42.18,Moderada,-52.29,27.53,66.62,52.0,1.0
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-83.68,-83.68,-83.68,-83.68,-83.68,-83.68,-83.68,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,13.02,51.18,47.69,54.21,13.02,76.86,51.95,4.26,0.77,31.79,Baixa,48.93,23.33,63.84,36.51,4.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,0.78,15.9,10.9,15.55,-29.35,51.59,12.62,1.73,-3.28,25.53,Baixa,268.56,29.26,80.94,60.8,2.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-11.16,-19.55,-7.42,-12.74,-19.55,15.34,-19.58,-12.16,-0.03,55.32,Moderada,-209.76,15.56,34.89,28.16,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-56.07,-30.83,-24.02,-18.0,-56.07,-4.01,-19.04,4.98,11.79,48.2,Moderada,-102.79,24.69,52.06,39.36,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-9.63,-18.15,19.8,18.04,-18.15,72.44,4.14,-15.66,22.29,30.15,Baixa,184.78,36.58,90.59,51.57,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,50.7,50.7,50.7,50.7,50.7,50.7,50.7,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-41.5,-63.95,-39.45,-37.79,-63.95,-18.29,-55.32,-15.87,8.63,47.91,Moderada,-48.11,18.98,45.66,33.33,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-19.97,-19.97,-19.97,-19.97,-19.97,-19.97,-19.97,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,AC,6,-81.89,18.05,-19.67,0.14,-81.89,19.24,3.45,23.12,-14.6,43.26,Moderada,-233.14,45.87,101.13,73.88,2.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,CN,3,40.0,25.62,31.2,27.98,25.62,40.0,22.42,-8.78,-3.2,50.59,Moderada,24.71,7.71,14.38,6.84,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-10.71,-14.03,-15.92,-14.03,-23.03,-10.71,-16.36,-0.44,-2.33,52.88,Moderada,-40.03,6.38,12.32,15.08,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-32.37,-32.37,-32.37,-32.37,-32.37,-32.37,-32.37,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-93.87,-4.34,-36.51,-23.92,-93.87,-4.34,9.1,45.61,13.43,54.38,Moderada,-110.75,40.44,89.53,25.89,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-84.21,-37.35,-26.65,-18.15,-84.21,13.93,-15.05,11.6,22.3,41.13,Moderada,-165.6,44.13,98.14,68.31,1.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-10.12,-10.12,-10.12,-10.12,-10.12,-10.12,-10.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-77.47,-48.92,-66.64,-73.52,-77.47,-48.92,-45.88,20.75,3.04,56.79,Moderada,-23.21,15.47,28.55,14.6,0.0
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-46.67,-46.67,-46.67,-46.67,-46.67,-46.67,-46.67,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-72.83,-100.43,-67.84,-69.9,-100.43,-30.26,-85.38,-17.55,15.04,45.1,Moderada,-36.91,25.04,70.17,44.8,1.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,7.7,-23.6,-7.95,-7.95,-23.6,7.7,-26.21,-18.26,-2.61,67.14,Alta,-278.52,22.13,31.3,0.0,0.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-16.8,-17.95,-34.29,-17.95,-68.14,-16.8,-23.13,11.16,-5.18,40.73,Moderada,-85.49,29.32,51.34,71.79,1.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-55.36,-37.56,-46.46,-46.46,-55.36,-37.56,-30.14,16.32,7.42,62.11,Alta,-27.1,12.59,17.8,0.0,0.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,45.22,-68.19,-19.94,-36.86,-68.19,45.22,-91.32,-71.37,-23.13,50.14,Moderada,-293.65,58.56,113.4,35.89,0.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-8.59,-24.86,-39.92,-24.86,-86.32,-8.59,-39.17,0.75,-14.31,37.28,Baixa,-102.69,41.0,77.74,98.43,1.0
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-48.45,-48.45,-48.45,-48.45,-48.45,-48.45,-48.45,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,AC,4,-52.98,-52.16,-45.91,-50.22,-52.98,-30.21,-51.21,-5.3,0.95,51.82,Moderada,-23.23,10.66,22.77,20.74,1.0
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-59.77,-59.77,-59.77,-59.77,-59.77,-59.77,-59.77,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-22.52,-22.52,-22.52,-22.52,-22.52,-22.52,-22.52,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-63.59,-20.76,-42.17,-42.17,-63.59,-20.76,-2.91,39.26,17.85,61.59,Alta,-71.81,30.28,42.83,0.0,0.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,AC,6,5.58,30.23,22.36,30.42,3.44,33.17,25.47,3.12,-4.76,43.08,Moderada,62.07,13.88,29.74,22.35,2.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,CN,6,10.49,13.64,6.31,7.09,-9.1,23.7,4.73,-1.58,-8.9,42.79,Moderada,192.32,12.13,32.79,16.5,2.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-31.03,-65.97,-19.84,-19.32,-65.97,16.59,-44.66,-24.81,21.32,40.52,Moderada,-159.27,31.6,82.56,55.35,3.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-35.24,-35.24,-35.24,-35.24,-35.24,-35.24,-35.24,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-16.5,-29.53,-28.93,-23.01,-56.29,-13.42,-39.17,-10.24,-9.64,45.1,Moderada,-67.5,19.53,42.87,35.41,2.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPIQ,1,-59.03,-59.03,-59.03,-59.03,-59.03,-59.03,-59.03,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-2.0,-19.89,8.7,10.7,-19.89,43.01,-8.06,-16.76,11.83,35.99,Baixa,264.83,23.03,62.9,32.16,1.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,12.99,12.99,12.99,12.99,12.99,12.99,12.99,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,5,-26.61,-79.76,-34.36,-26.61,-79.76,-1.26,-75.22,-40.86,4.54,49.23,Moderada,-96.75,33.24,78.5,33.11,1.0
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-59.56,-59.56,-59.56,-59.56,-59.56,-59.56,-59.56,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,AC,6,-40.85,16.72,-5.29,-3.42,-40.85,19.1,14.25,19.54,-2.47,53.81,Moderada,-449.67,23.79,59.96,29.66,2.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,CN,5,-28.93,5.4,0.94,2.75,-28.93,46.72,1.4,0.45,-4.01,26.31,Baixa,3143.16,29.59,75.64,53.68,2.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,4,-33.51,-27.26,-26.83,-30.39,-37.9,-8.66,-29.09,-2.26,-1.83,47.82,Moderada,-48.0,12.88,29.24,28.04,2.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,-60.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-5.8,-68.61,-31.04,-24.87,-68.61,-5.8,-71.18,-40.14,-2.57,58.92,Moderada,-92.42,28.68,62.81,13.16,0.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-75.82,-66.13,-33.53,-38.68,-75.82,25.15,-55.24,-21.71,10.89,43.89,Moderada,-122.75,41.16,100.97,65.88,1.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,-20.38,-20.38,-20.38,-20.38,-20.38,-20.38,-20.38,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,-43.82,-43.82,-43.82,-43.82,-43.82,-43.82,-43.82,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-40.39,-49.84,-52.63,-50.21,-69.72,-40.39,-51.69,0.94,-1.86,50.17,Moderada,-23.37,12.3,29.33,24.47,1.0
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-48.36,-48.36,-48.36,-48.36,-48.36,-48.36,-48.36,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Física (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-49.18,14.17,13.69,14.17,-49.18,91.72,14.02,0.33,-0.14,21.21,Baixa,374.33,51.25,140.9,91.81,2.0
Física (Bacharelado),Darcy Ribeiro,Diurno,CN,3,-10.52,37.14,28.92,37.14,-10.52,60.14,52.24,23.32,15.11,24.35,Baixa,124.62,36.04,70.66,66.24,1.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-59.26,-15.35,-31.56,-20.07,-59.26,-15.35,-5.16,26.4,10.19,55.93,Moderada,-76.38,24.11,43.92,24.38,0.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-74.73,72.77,12.42,39.23,-74.73,72.77,104.05,91.63,31.28,27.84,Baixa,622.46,77.32,147.5,56.86,0.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-11.79,-57.41,-36.57,-34.6,-72.92,-4.15,-69.66,-33.09,-12.25,40.55,Moderada,-92.34,33.77,68.77,46.55,2.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-29.3,-29.3,-29.3,-29.3,-29.3,-29.3,-29.3,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-45.93,-19.36,-15.06,-19.36,-45.93,20.11,-6.13,8.93,13.22,41.18,Moderada,-220.67,33.23,66.04,74.6,1.0
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-15.86,-15.86,-15.86,-15.86,-15.86,-15.86,-15.86,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Física (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-14.54,-62.27,-33.18,-62.27,-76.55,55.58,-41.01,-7.83,21.26,38.3,Baixa,-166.27,55.17,132.13,106.02,2.0
Física (Licenciatura),Darcy Ribeiro,Noturno,CN,1,-46.23,-46.23,-46.23,-46.23,-46.23,-46.23,-46.23,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-59.91,-59.91,-59.91,-59.91,-59.91,-59.91,-59.91,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-30.16,-30.16,-30.16,-30.16,-30.16,-30.16,-30.16,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-82.4,-47.99,-51.25,-47.99,-82.4,-30.09,-42.5,8.75,5.5,51.61,Moderada,-37.17,19.05,52.31,22.39,1.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,-6.22,-6.22,-6.22,-6.22,-6.22,-6.22,-6.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-40.12,-50.01,-45.06,-45.06,-50.01,-40.12,-54.13,-9.06,-4.12,61.85,Alta,-15.52,6.99,9.89,0.0,0.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-16.26,-16.26,-16.26,-16.26,-16.26,-16.26,-16.26,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-27.06,-48.56,-37.81,-37.81,-48.56,-27.06,-52.14,-14.33,-3.58,63.08,Alta,-40.21,15.2,21.5,0.0,0.0
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,-20.9,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-52.0,-90.02,-40.62,-25.57,-90.02,-11.71,-76.64,-36.02,13.37,46.77,Moderada,-77.0,31.28,78.31,43.07,1.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-51.63,-8.34,-29.99,-29.99,-51.63,-8.34,9.7,39.68,18.04,62.71,Alta,-102.08,30.61,43.29,0.0,0.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-45.35,7.67,-14.93,-13.84,-45.35,13.32,5.12,20.04,-2.55,42.46,Moderada,-199.14,29.73,58.67,57.99,2.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-24.91,-53.49,-39.2,-39.2,-53.49,-24.91,-58.25,-19.05,-4.76,63.05,Alta,-51.55,20.21,28.58,0.0,0.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-54.68,-8.19,-23.81,-8.56,-54.68,-8.19,-1.89,21.92,6.3,55.38,Moderada,-112.3,26.74,46.49,32.36,0.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-66.84,-66.84,-66.84,-66.84,-66.84,-66.84,-66.84,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-28.34,-16.39,-20.45,-16.63,-28.34,-16.39,-13.44,7.01,2.95,60.5,Alta,-33.41,6.83,11.95,8.11,0.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-96.64,-63.49,-67.95,-63.49,-96.64,-54.12,-57.18,10.77,6.31,53.63,Moderada,-25.06,17.03,42.52,16.02,1.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,CN,2,-33.97,-36.67,-35.32,-35.32,-36.67,-33.97,-37.8,-2.48,-1.13,61.61,Alta,-5.41,1.91,2.7,0.0,0.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-36.35,-36.35,-36.35,-36.35,-36.35,-36.35,-36.35,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-59.4,-3.5,-25.84,-14.62,-59.4,-3.5,8.63,34.47,12.12,55.67,Moderada,-114.54,29.6,55.91,23.81,0.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-28.41,9.26,4.9,9.26,-28.41,33.86,16.86,11.96,7.6,24.87,Baixa,639.43,31.36,62.27,61.42,1.0
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-34.36,-34.36,-34.36,-34.36,-34.36,-34.36,-34.36,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
