curso,modalidade_normalizada,registros,nota_min_media,nota_min_mediana,nota_min_dp,nota_min_min,nota_min_max,nota_max_media,nota_max_mediana,nota_max_dp,nota_max_min,nota_max_max,amplitude_media,amplitude_dp,amplitude_min,amplitude_max,coef_var_min,coef_var_max
História (Bacharelado/Licenciatura),EP_R2_PPIQ_PCD,1,-30.955,-30.955,,-30.955,-30.955,-30.955,-30.955,,-30.955,-30.955,0.0,,0.0,0.0,,
História (Licenciatura),AC,5,-63.348,-67.087,17.315,-85.388,-38.56,40.391,45.426,21.451,12.295,60.754,103.74,29.902,62.873,130.814,-27.334,53.107
História (Licenciatura),CN,3,-20.668,-27.164,42.846,-59.895,25.055,-20.668,-27.164,42.846,-59.895,25.055,0.0,0.0,0.0,0.0,-207.306,-207.306
História (Licenciatura),EP_R1_NPPI,4,-30.764,-32.755,33.514,-66.834,9.29,-17.554,-6.336,34.823,-66.834,9.29,13.21,26.134,0.0,52.41,-108.941,-198.378
História (Licenciatura),EP_R1_PPI,4,-29.612,-30.374,19.21,-48.659,-9.043,-13.35,-21.396,32.307,-43.023,32.413,16.262,20.144,0.0,41.456,-64.87,-241.992
História (Licenciatura),EP_R2_NPPI,3,-34.291,-25.475,30.732,-68.468,-8.931,8.687,1.031,30.429,-17.183,42.212,42.978,58.638,8.292,110.68,-89.62,350.291
História (Licenciatura),EP_R2_NPPIQ,1,-61.207,-61.207,,-61.207,-61.207,-26.631,-26.631,,-26.631,-26.631,34.576,,34.576,34.576,,
História (Licenciatura),EP_R2_PPI,3,-39.972,-34.556,18.973,-61.065,-24.296,18.701,15.096,30.301,-9.636,50.644,58.674,38.384,14.66,85.2,-47.466,162.027
Japonês (Licenciatura),AC,5,-53.077,-60.848,29.127,-83.555,-5.043,-16.442,-0.264,34.723,-60.848,18.808,36.634,32.805,0.0,81.733,-54.877,-211.18
Japonês (Licenciatura),CN,2,-64.984,-64.984,7.78,-70.486,-59.483,-64.984,-64.984,7.78,-70.486,-59.483,0.0,0.0,0.0,0.0,-11.973,-11.973
Japonês (Licenciatura),EP_R2_NPPI,3,-11.974,-18.525,12.356,-19.674,2.278,-11.974,-18.525,12.356,-19.674,2.278,0.0,0.0,0.0,0.0,-103.19,-103.19
Japonês (Licenciatura),EP_R2_PPI_PCD,1,5.9,5.9,,5.9,5.9,5.9,5.9,,5.9,5.9,0.0,,0.0,0.0,,
Jornalismo (Bacharelado),AC,6,83.043,83.131,8.5,69.365,95.519,106.989,107.228,18.978,78.377,130.233,24.338,11.004,9.012,34.714,10.236,17.738
Jornalismo (Bacharelado),CN,6,37.246,41.333,29.073,-3.462,76.01,39.29,41.333,27.563,-3.462,76.01,2.044,5.007,0.0,12.264,78.056,70.153
Jornalismo (Bacharelado),EP_R1_NPPI,5,6.224,1.728,21.053,-11.956,40.539,6.283,1.728,21.0,-11.956,40.539,0.059,0.132,0.0,0.296,338.254,334.221
Jornalismo (Bacharelado),EP_R1_NPPIQ,1,-37.174,-37.174,,-37.174,-37.174,-31.769,-31.769,,-31.769,-31.769,5.405,,5.405,5.405,,
Jornalismo (Bacharelado),EP_R1_PPI,4,-14.316,-15.396,31.227,-45.399,18.926,-2.483,-3.797,19.729,-22.287,19.95,11.834,11.658,1.024,23.112,-218.119,-794.654
Jornalismo (Bacharelado),EP_R2_NPPI,5,36.54,21.437,29.315,7.89,69.465,40.305,26.716,25.702,16.995,69.465,3.765,8.419,0.0,18.826,80.228,63.768
Jornalismo (Bacharelado),EP_R2_NPPIQ,1,41.607,41.607,,41.607,41.607,41.607,41.607,,41.607,41.607,0.0,,0.0,0.0,,
Jornalismo (Bacharelado),EP_R2_PPI,5,-8.816,-5.212,28.565,-53.574,23.778,21.245,13.931,21.437,-0.525,44.224,30.061,15.787,17.907,53.049,-323.996,100.903
Jornalismo (Bacharelado),EP_R2_PPIQ,1,-49.264,-49.264,,-49.264,-49.264,20.148,20.148,,20.148,20.148,69.412,,69.412,69.412,,
Letras - Espanhol (Licenciatura),AC,5,-70.106,-71.142,20.511,-98.76,-46.586,-18.7,-13.667,27.8,-60.693,13.701,51.406,36.144,18.336,112.461,-29.257,-148.661
Letras - Espanhol (Licenciatura),EP_R1_NPPI,1,-27.424,-27.424,,-27.424,-27.424,-27.424,-27.424,,-27.424,-27.424,0.0,,0.0,0.0,,
Letras - Espanhol (Licenciatura),EP_R1_PPI,2,-49.589,-49.589,7.476,-54.875,-44.303,-40.352,-40.352,5.588,-44.303,-36.401,9.237,13.063,0.0,18.474,-15.075,-13.847
Letras - Espanhol (Licenciatura),EP_R2_NPPI,2,-44.218,-44.218,4.207,-47.192,-41.243,-8.226,-8.226,41.874,-37.835,21.384,35.992,46.081,3.408,68.576,-9.513,-509.077
Letras - Espanhol (Licenciatura),EP_R2_PPI,3,-32.78,-38.583,16.184,-45.262,-14.494,-32.78,-38.583,16.184,-45.262,-14.494,0.0,0.0,0.0,0.0,-49.373,-49.373
Letras - Francês (Bacharelado/Licenciatura),AC,4,-62.638,-59.351,18.113,-87.339,-44.511,0.875,0.59,22.537,-26.043,28.361,63.512,6.349,58.739,72.872,-28.917,2577.08
Letras - Francês (Bacharelado/Licenciatura),CN,1,-84.371,-84.371,,-84.371,-84.371,-84.371,-84.371,,-84.371,-84.371,0.0,,0.0,0.0,,
Letras - Francês (Bacharelado/Licenciatura),EP_R1_NPPI,2,-25.668,-25.668,32.561,-48.692,-2.644,-1.22,-1.22,2.015,-2.644,0.205,24.448,34.575,0.0,48.897,-126.854,-165.195
Letras - Francês (Bacharelado/Licenciatura),EP_R2_NPPI,3,-32.545,-33.805,11.785,-43.649,-20.18,-32.545,-33.805,11.785,-43.649,-20.18,0.0,0.0,0.0,0.0,-36.212,-36.212
Letras - Francês (Bacharelado/Licenciatura),EP_R2_PPI,3,-49.995,-48.718,29.695,-80.307,-20.959,-16.699,-20.312,6.753,-20.877,-8.908,33.296,30.483,0.082,59.995,-59.396,-40.44
Letras - Inglês (Bacharelado/Licenciatura),AC,6,12.801,18.868,20.965,-15.468,32.546,48.583,55.574,30.58,4.023,83.036,35.782,18.159,18.099,67.73,163.77,62.945
Letras - Inglês (Bacharelado/Licenciatura),CN,4,-17.16,-21.325,32.977,-52.719,26.727,-14.134,-21.325,28.933,-40.613,26.727,3.027,6.053,0.0,12.106,-192.166,-204.705
Letras - Inglês (Bacharelado/Licenciatura),EP_R1_NPPI,5,-13.272,-12.715,9.217,-26.435,-3.967,-4.587,-5.532,19.123,-26.435,25.713,8.685,19.42,0.0,43.425,-69.443,-416.879
Letras - Inglês (Bacharelado/Licenciatura),EP_R1_PPI,4,-21.213,-24.622,20.741,-42.015,6.406,-12.003,-7.452,21.185,-39.516,6.406,9.21,16.152,0.0,33.388,-97.773,-176.496
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_NPPI,5,6.931,14.039,28.962,-40.908,30.669,14.494,21.415,20.287,-19.451,30.669,7.563,8.796,0.0,21.457,417.85,139.966
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-14.226,-14.226,,-14.226,-14.226,12.035,12.035,,12.035,12.035,26.261,,26.261,26.261,,
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_PPI,4,-33.727,-31.02,43.243,-77.785,4.915,-6.546,3.966,52.304,-77.785,43.669,27.181,23.874,0.0,53.897,-128.213,-799.026
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-34.486,-34.486,,-34.486,-34.486,-34.486,-34.486,,-34.486,-34.486,0.0,,0.0,0.0,,
Letras - Português (Bacharelado/Licenciatura),AC,6,20.908,37.335,35.578,-25.6,52.636,55.983,57.954,32.87,-4.114,88.696,35.075,26.458,11.599,84.803,170.163,58.714
Letras - Português (Bacharelado/Licenciatura),CN,6,-4.554,7.141,40.096,-60.705,35.734,-0.329,7.141,35.872,-60.705,35.734,4.225,10.35,0.0,25.351,-880.397,-10897.712
Letras - Português (Bacharelado/Licenciatura),EP_R1_NPPI,5,-2.272,-16.142,26.686,-26.314,39.574,7.057,8.396,28.702,-26.314,39.574,9.329,20.861,0.0,46.646,-1174.352,406.735
Letras - Português (Bacharelado/Licenciatura),EP_R1_NPPIQ,1,-21.143,-21.143,,-21.143,-21.143,-21.143,-21.143,,-21.143,-21.143,0.0,,0.0,0.0,,
Letras - Português (Bacharelado/Licenciatura),EP_R1_PPI,4,-18.73,-15.848,15.684,-39.486,-3.737,-1.776,-1.0,23.698,-31.425,26.323,16.954,16.192,0.0,36.436,-83.741,-1334.73
Letras - Português (Bacharelado/Licenciatura),EP_R2_NPPI,5,-4.197,17.882,35.149,-53.691,23.426,24.996,23.426,35.994,-27.208,73.365,29.193,42.57,0.0,102.582,-837.391,144.0
Letras - Português (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-39.521,-39.521,,-39.521,-39.521,-1.814,-1.814,,-1.814,-1.814,37.707,,37.707,37.707,,
Letras - Português (Bacharelado/Licenciatura),EP_R2_PPI,4,-46.132,-47.698,32.302,-75.985,-13.148,0.739,14.112,35.155,-51.065,25.795,46.871,29.414,24.92,90.134,-70.021,4760.281
Letras - Português (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-30.58,-30.58,,-30.58,-30.58,-30.58,-30.58,,-30.58,-30.58,0.0,,0.0,0.0,,
Letras - Português (Licenciatura),AC,5,-61.616,-56.955,13.46,-79.901,-46.157,33.304,23.041,40.175,-9.045,78.089,94.92,53.088,37.112,152.623,-21.845,120.631
Letras - Português (Licenciatura),CN,1,-31.96,-31.96,,-31.96,-31.96,-31.96,-31.96,,-31.96,-31.96,0.0,,0.0,0.0,,
Letras - Português (Licenciatura),EP_R1_NPPI,3,-31.437,-45.745,33.239,-55.127,6.56,-10.9,6.56,37.589,-54.044,14.783,20.537,34.637,0.0,60.528,-105.732,-344.843
Letras - Português (Licenciatura),EP_R1_PPI,1,-39.823,-39.823,,-39.823,-39.823,-20.991,-20.991,,-20.991,-20.991,18.832,,18.832,18.832,,
Letras - Português (Licenciatura),EP_R2_NPPI,4,-21.35,-15.122,21.273,-51.267,-3.889,-8.865,-1.117,30.127,-51.267,18.043,12.485,13.804,0.0,26.691,-99.641,-339.848
Letras - Português (Licenciatura),EP_R2_PPI,3,-17.007,-13.592,5.967,-23.897,-13.532,-17.007,-13.592,5.967,-23.897,-13.532,0.0,0.0,0.0,0.0,-35.085,-35.085
Letras – Português do Brasil como Segunda Língua (Licenciatura),AC,5,-46.602,-49.96,26.288,-75.904,-10.942,35.524,45.035,24.313,-4.147,58.052,82.125,20.394,55.977,108.012,-56.41,68.44
Letras – Português do Brasil como Segunda Língua (Licenciatura),CN,2,-36.482,-36.482,13.124,-45.762,-27.202,-36.482,-36.482,13.124,-45.762,-27.202,0.0,0.0,0.0,0.0,-35.974,-35.974
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R1_NPPI,3,-31.655,-35.816,12.511,-41.555,-17.594,-28.283,-25.7,12.188,-41.555,-17.594,3.372,5.84,0.0,10.116,-39.522,-43.091
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R1_PPI,3,-46.7,-48.36,9.994,-55.76,-35.98,-46.7,-48.36,9.994,-55.76,-35.98,0.0,0.0,0.0,0.0,-21.4,-21.4
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R2_NPPI,3,-25.489,-24.411,21.357,-47.365,-4.691,-10.896,-4.691,11.717,-24.411,-3.586,14.593,25.276,0.0,43.779,-83.791,-107.538
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R2_PPI,3,-46.859,-60.95,45.38,-83.522,3.895,-28.279,-38.117,28.556,-50.615,3.895,18.58,16.861,0.0,32.907,-96.844,-100.978
Letras – Tradução – Espanhol (Bacharelado),AC,5,-58.181,-56.295,15.349,-80.944,-37.809,-41.871,-52.043,17.941,-56.295,-20.326,16.309,16.182,0.0,35.163,-26.381,-42.848
Letras – Tradução – Espanhol (Bacharelado),EP_R1_PPI,1,-45.083,-45.083,,-45.083,-45.083,-45.083,-45.083,,-45.083,-45.083,0.0,,0.0,0.0,,
Letras – Tradução – Espanhol (Bacharelado),EP_R2_NPPI,3,-57.502,-49.61,14.377,-74.097,-48.799,-33.282,-25.873,14.161,-49.61,-24.363,24.22,24.892,0.0,49.734,-25.003,-42.547
Letras – Tradução – Espanhol (Bacharelado),EP_R2_PPI,1,-26.219,-26.219,,-26.219,-26.219,-26.219,-26.219,,-26.219,-26.219,0.0,,0.0,0.0,,
Letras – Tradução – Francês (Bacharelado),AC,5,-43.467,-28.614,26.069,-75.823,-18.595,9.084,8.992,64.11,-67.216,108.22,52.551,58.119,0.0,135.308,-59.975,705.726
Letras – Tradução – Francês (Bacharelado),EP_R2_PPI,1,-28.725,-28.725,,-28.725,-28.725,-28.725,-28.725,,-28.725,-28.725,0.0,,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),AC,6,-31.932,-35.282,41.267,-75.983,14.876,44.879,35.754,46.993,-20.242,119.299,76.81,36.093,32.186,112.132,-129.237,104.711
Letras – Tradução – Inglês (Bacharelado),CN,4,-24.042,-26.775,31.379,-51.286,8.667,-14.706,-8.103,25.967,-51.286,8.667,9.336,18.672,0.0,37.345,-130.514,-176.575
Letras – Tradução – Inglês (Bacharelado),EP_R1_NPPI,1,21.242,21.242,,21.242,21.242,21.242,21.242,,21.242,21.242,0.0,,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R1_PPI,3,-58.404,-61.692,7.224,-63.398,-50.121,-25.993,-35.869,21.973,-41.295,-0.815,32.411,14.75,22.103,49.306,-12.368,-84.534
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPI,4,-20.493,-9.024,32.752,-66.721,2.798,10.482,8.608,27.213,-20.341,45.052,30.974,38.924,0.0,81.223,-159.823,259.63
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPIQ,1,-59.741,-59.741,,-59.741,-59.741,-59.741,-59.741,,-59.741,-59.741,0.0,,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPIQ_PCD,1,-20.506,-20.506,,-20.506,-20.506,-20.506,-20.506,,-20.506,-20.506,0.0,,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R2_PPI,2,-48.482,-48.482,19.233,-62.082,-34.883,-11.216,-11.216,17.722,-23.747,1.315,37.266,36.954,11.136,63.397,-39.669,-158.002
Línguas Estrangeiras Aplicadas (Bacharelado),AC,5,-50.294,-54.738,10.784,-60.26,-32.749,41.458,50.274,24.072,-0.938,59.227,91.752,21.499,59.322,113.965,-21.442,58.063
Línguas Estrangeiras Aplicadas (Bacharelado),CN,2,5.058,5.058,55.9,-34.469,44.585,5.058,5.058,55.9,-34.469,44.585,0.0,0.0,0.0,0.0,1105.172,1105.172
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R1_NPPI,2,22.446,22.446,35.657,-2.767,47.66,22.446,22.446,35.657,-2.767,47.66,0.0,0.0,0.0,0.0,158.854,158.854
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R1_PPI,2,-35.805,-35.805,14.412,-45.996,-25.614,-29.265,-29.265,5.163,-32.916,-25.614,6.54,9.249,0.0,13.08,-40.252,-17.643
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_NPPI,3,-21.723,-13.842,24.024,-48.698,-2.629,1.598,-0.945,13.859,-10.814,16.552,23.321,12.998,12.897,37.884,-110.594,867.456
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_NPPIQ,1,-67.757,-67.757,,-67.757,-67.757,-67.757,-67.757,,-67.757,-67.757,0.0,,0.0,0.0,,
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_PPI,3,-23.664,-15.779,49.496,-76.629,21.416,3.847,5.904,18.683,-15.779,21.416,27.511,47.65,0.0,82.533,-209.161,485.641
Matemática (Bacharelado/Licenciatura),AC,6,-18.201,-11.806,44.151,-74.606,31.531,75.965,83.078,30.549,17.561,105.88,94.166,37.928,55.261,153.97,-242.572,40.215
Matemática (Bacharelado/Licenciatura),CN,4,-23.457,-14.116,41.039,-78.171,12.575,-23.457,-14.116,41.039,-78.171,12.575,0.0,0.0,0.0,0.0,-174.957,-174.957
Matemática (Bacharelado/Licenciatura),EP_R1_NPPI,4,-54.285,-49.992,31.737,-96.948,-20.208,-18.22,3.99,52.899,-96.948,16.087,36.065,28.365,0.0,64.748,-58.464,-290.333
Matemática (Bacharelado/Licenciatura),EP_R1_PPI,4,-17.43,-3.534,31.606,-64.581,1.929,6.449,7.617,22.913,-22.149,32.712,23.879,18.546,0.0,42.432,-181.336,355.283
Matemática (Bacharelado/Licenciatura),EP_R2_NPPI,5,-4.448,14.603,40.872,-53.025,40.087,5.332,14.603,34.914,-53.025,40.087,9.781,21.871,0.0,48.904,-918.793,654.743
Matemática (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-20.656,-20.656,,-20.656,-20.656,-20.656,-20.656,,-20.656,-20.656,0.0,,0.0,0.0,,
Matemática (Bacharelado/Licenciatura),EP_R2_PPI,4,-54.692,-53.448,3.71,-60.003,-51.87,20.808,26.35,16.142,-2.143,32.678,75.5,17.414,52.309,92.681,-6.783,77.572
Matemática (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-29.962,-29.962,,-29.962,-29.962,-29.962,-29.962,,-29.962,-29.962,0.0,,0.0,0.0,,
Matemática (Licenciatura),AC,5,-53.891,-50.656,11.286,-73.474,-44.481,12.343,22.858,33.933,-44.481,42.289,66.234,39.819,0.0,96.332,-20.943,274.916
Matemática (Licenciatura),CN,3,-6.23,2.629,54.268,-64.383,43.063,-6.23,2.629,54.268,-64.383,43.063,0.0,0.0,0.0,0.0,-871.03,-871.03
Matemática (Licenciatura),EP_R1_PPI,2,-7.541,-7.541,43.334,-38.182,23.101,1.213,1.213,30.954,-20.674,23.101,8.754,12.38,0.0,17.508,-574.678,2550.77
Matemática (Licenciatura),EP_R2_NPPI,1,-54.593,-54.593,,-54.593,-54.593,1.689,1.689,,1.689,1.689,56.282,,56.282,56.282,,
Matemática (Licenciatura),EP_R2_PPI,2,-22.49,-22.49,15.578,-33.505,-11.475,3.601,3.601,27.622,-15.931,23.132,26.091,12.044,17.574,34.607,-69.264,767.163
Medicina (Bacharelado),AC,5,171.083,166.75,9.122,162.424,183.5,194.988,190.742,15.808,173.057,211.738,23.905,8.396,10.633,33.857,5.332,8.107
Medicina (Bacharelado),CN,5,138.106,146.826,30.702,94.772,171.622,138.25,146.826,30.815,94.772,171.622,0.144,0.322,0.0,0.719,22.231,22.29
Medicina (Bacharelado),EP_R1_NPPI,4,92.819,93.682,3.373,88.009,95.903,117.56,113.405,20.022,98.249,145.179,24.741,18.434,4.617,49.276,3.634,17.032
Medicina (Bacharelado),EP_R1_NPPIQ,1,98.649,98.649,,98.649,98.649,98.649,98.649,,98.649,98.649,0.0,,0.0,0.0,,
Medicina (Bacharelado),EP_R1_NPPIQ_PCD,1,46.775,46.775,,46.775,46.775,46.775,46.775,,46.775,46.775,0.0,,0.0,0.0,,
Medicina (Bacharelado),EP_R1_PPI,5,55.444,55.923,19.825,28.975,78.064,91.744,86.39,28.898,61.257,138.392,36.3,28.705,5.334,65.964,35.757,31.499
Medicina (Bacharelado),EP_R1_PPIQ,1,81.446,81.446,,81.446,81.446,96.795,96.795,,96.795,96.795,15.349,,15.349,15.349,,
Medicina (Bacharelado),EP_R1_PPI_PCD,2,-23.356,-23.356,23.573,-40.024,-6.687,-23.356,-23.356,23.573,-40.024,-6.687,0.0,0.0,0.0,0.0,-100.93,-100.93
Medicina (Bacharelado),EP_R2_NPPI,4,155.278,153.821,15.426,137.999,175.472,173.581,174.316,14.545,155.1,190.592,18.303,24.841,0.0,52.593,9.934,8.379
Medicina (Bacharelado),EP_R2_NPPIQ,1,162.281,162.281,,162.281,162.281,162.281,162.281,,162.281,162.281,0.0,,0.0,0.0,,
Medicina (Bacharelado),EP_R2_NPPIQ_PCD,1,103.215,103.215,,103.215,103.215,103.215,103.215,,103.215,103.215,0.0,,0.0,0.0,,
Medicina (Bacharelado),EP_R2_NPPI_PCD,1,107.509,107.509,,107.509,107.509,107.509,107.509,,107.509,107.509,0.0,,0.0,0.0,,
Medicina (Bacharelado),EP_R2_PPI,4,97.292,101.48,12.768,78.632,107.578,117.738,119.248,15.684,98.015,134.438,20.445,6.395,12.02,26.86,13.123,13.321
Medicina (Bacharelado),EP_R2_PPIQ,1,115.802,115.802,,115.802,115.802,119.954,119.954,,119.954,119.954,4.152,,4.152,4.152,,
Medicina (Bacharelado),EP_R2_PPIQ_PCD,1,-27.585,-27.585,,-27.585,-27.585,-2.377,-2.377,,-2.377,-2.377,25.208,,25.208,25.208,,
Medicina Veterinária (Bacharelado),AC,6,69.067,67.584,16.9,50.187,93.664,108.721,118.151,28.595,63.333,134.95,42.4,24.462,10.751,67.964,24.469,26.301
Medicina Veterinária (Bacharelado),CN,6,50.499,51.712,22.369,10.471,73.643,56.959,62.064,26.557,10.471,86.323,6.459,15.822,0.0,38.757,44.297,46.625
Medicina Veterinária (Bacharelado),EP_R1_NPPI,5,-2.415,7.066,33.037,-58.651,22.149,34.109,34.654,17.039,16.671,56.233,36.524,23.393,19.479,76.843,-1367.78,49.956
Medicina Veterinária (Bacharelado),EP_R1_NPPIQ,1,-18.653,-18.653,,-18.653,-18.653,20.35,20.35,,20.35,20.35,39.003,,39.003,39.003,,
Medicina Veterinária (Bacharelado),EP_R1_PPI,4,-21.187,-26.928,22.31,-40.671,9.779,32.421,31.68,9.185,22.881,43.442,53.608,27.884,13.102,76.796,-105.298,28.33
Medicina Veterinária (Bacharelado),EP_R1_PPIQ,1,-40.556,-40.556,,-40.556,-40.556,10.004,10.004,,10.004,10.004,50.56,,50.56,50.56,,
Medicina Veterinária (Bacharelado),EP_R2_NPPI,5,43.878,49.328,15.358,20.855,60.933,58.41,58.293,11.373,41.765,70.061,14.533,19.507,3.258,49.206,35.001,19.471
Medicina Veterinária (Bacharelado),EP_R2_NPPIQ,1,53.433,53.433,,53.433,53.433,53.433,53.433,,53.433,53.433,0.0,,0.0,0.0,,
Medicina Veterinária (Bacharelado),EP_R2_NPPIQ_PCD,1,-34.547,-34.547,,-34.547,-34.547,-34.547,-34.547,,-34.547,-34.547,0.0,,0.0,0.0,,
Medicina Veterinária (Bacharelado),EP_R2_PPI,5,11.061,16.694,46.321,-62.784,60.745,37.7,48.048,42.454,-29.375,78.776,26.639,22.469,4.699,62.082,418.786,112.609
Medicina Veterinária (Bacharelado),EP_R2_PPIQ,1,11.522,11.522,,11.522,11.522,23.973,23.973,,23.973,23.973,12.451,,12.451,12.451,,
Museologia (Bacharelado),AC,5,-63.708,-63.96,12.45,-79.405,-45.669,26.598,21.708,13.189,11.393,42.048,90.306,13.323,71.35,106.008,-19.543,49.584
Museologia (Bacharelado),CN,3,-55.471,-59.2,15.055,-68.311,-38.902,-55.471,-59.2,15.055,-68.311,-38.902,0.0,0.0,0.0,0.0,-27.14,-27.14
Museologia (Bacharelado),EP_R1_NPPI,1,-54.777,-54.777,,-54.777,-54.777,-54.777,-54.777,,-54.777,-54.777,0.0,,0.0,0.0,,
Museologia (Bacharelado),EP_R2_NPPI,2,-84.606,-84.606,2.029,-86.04,-83.171,-34.853,-34.853,40.898,-63.772,-5.934,49.753,38.869,22.268,77.237,-2.398,-117.343
Museologia (Bacharelado),EP_R2_PPI,2,-63.64,-63.64,16.734,-75.472,-51.807,-61.942,-61.942,19.134,-75.472,-48.412,1.698,2.401,0.0,3.395,-26.294,-30.891
Música (Bacharelado),AC,4,-12.09,-12.901,17.38,-29.764,7.205,29.386,40.828,41.374,-29.764,65.653,41.477,33.662,0.0,69.676,-143.747,140.792
Música (Licenciatura),AC,5,-48.315,-52.883,20.732,-66.315,-15.971,24.625,25.412,77.065,-66.315,132.273,72.939,58.741,0.0,148.244,-42.91,312.956
Música (Licenciatura),EP_R1_NPPI,2,-28.307,-28.307,58.878,-69.94,13.326,-28.307,-28.307,58.878,-69.94,13.326,0.0,0.0,0.0,0.0,-207.998,-207.998
Música (Licenciatura),EP_R2_NPPI,3,15.579,17.12,15.593,-0.727,30.345,19.463,17.12,21.457,-0.727,41.995,3.883,6.726,0.0,11.65,100.089,110.248
Música (Licenciatura),EP_R2_PPI,1,-64.024,-64.024,,-64.024,-64.024,-64.024,-64.024,,-64.024,-64.024,0.0,,0.0,0.0,,
Nutrição (Bacharelado),AC,6,54.602,61.696,17.117,26.002,70.097,95.65,96.637,23.692,56.753,130.595,41.048,31.947,14.764,104.593,31.349,24.77
Nutrição (Bacharelado),CN,6,19.344,19.95,21.743,-9.709,50.784,23.221,27.152,20.347,-9.709,50.784,3.877,9.496,0.0,23.261,112.401,87.624
Nutrição (Bacharelado),EP_R1_NPPI,5,5.039,4.712,13.947,-16.923,18.954,6.064,4.712,11.98,-11.802,18.954,1.024,2.29,0.0,5.121,276.751,197.57
Nutrição (Bacharelado),EP_R1_NPPIQ,1,-26.223,-26.223,,-26.223,-26.223,13.911,13.911,,13.911,13.911,40.134,,40.134,40.134,,
Nutrição (Bacharelado),EP_R1_PPI,4,-42.421,-39.234,18.015,-65.619,-25.597,6.548,2.248,10.977,-1.114,22.813,48.97,21.397,28.64,70.173,-42.466,167.632
Nutrição (Bacharelado),EP_R1_PPIQ,1,-31.894,-31.894,,-31.894,-31.894,-31.894,-31.894,,-31.894,-31.894,0.0,,0.0,0.0,,
Nutrição (Bacharelado),EP_R2_NPPI,5,39.687,41.689,28.441,3.412,79.99,48.728,48.358,20.634,24.985,79.99,9.041,14.577,0.0,33.487,71.663,42.345
Nutrição (Bacharelado),EP_R2_NPPIQ,1,31.534,31.534,,31.534,31.534,31.534,31.534,,31.534,31.534,0.0,,0.0,0.0,,
Nutrição (Bacharelado),EP_R2_PPI,5,-24.803,-13.868,25.869,-67.72,-5.548,16.322,42.128,48.873,-67.72,47.747,41.125,28.945,0.0,77.666,-104.298,299.423
Nutrição (Bacharelado),EP_R2_PPIQ,1,-7.668,-7.668,,-7.668,-7.668,10.936,10.936,,10.936,10.936,18.604,,18.604,18.604,,
Odontologia (Bacharelado),AC,6,78.348,86.122,19.435,49.534,97.52,113.736,127.254,26.794,71.127,136.8,36.075,30.556,11.775,87.266,24.806,23.558
Odontologia (Bacharelado),CN,6,45.687,44.746,27.323,9.216,78.514,49.053,44.746,32.86,9.216,98.713,3.366,8.246,0.0,20.199,59.806,66.989
Odontologia (Bacharelado),EP_R1_NPPI,5,34.842,21.849,24.738,11.177,69.514,42.049,51.88,25.251,11.177,69.514,7.208,16.117,0.0,36.039,71.002,60.051
Odontologia (Bacharelado),EP_R1_NPPIQ,1,-36.853,-36.853,,-36.853,-36.853,-34.533,-34.533,,-34.533,-34.533,2.32,,2.32,2.32,,
Odontologia (Bacharelado),EP_R1_PPI,4,-21.226,-25.576,33.741,-50.524,16.771,42.161,46.314,14.514,21.783,54.234,63.387,23.181,37.463,90.808,-158.961,34.426
Odontologia (Bacharelado),EP_R1_PPIQ,1,-62.296,-62.296,,-62.296,-62.296,-47.773,-47.773,,-47.773,-47.773,14.523,,14.523,14.523,,
Odontologia (Bacharelado),EP_R2_NPPI,5,64.764,66.216,33.747,30.482,113.007,70.53,66.216,28.355,36.069,113.007,5.766,12.561,0.0,28.232,52.108,40.202
Odontologia (Bacharelado),EP_R2_NPPIQ,1,84.068,84.068,,84.068,84.068,84.068,84.068,,84.068,84.068,0.0,,0.0,0.0,,
Odontologia (Bacharelado),EP_R2_PPI,5,9.814,29.357,43.551,-50.627,50.089,49.937,66.986,45.146,0.839,97.122,40.123,14.528,21.773,55.937,443.762,90.406
