Curso,Campus,Turno,Modalidade,Histórico (mín.),Histórico (máx.),Última nota mínima,Última nota máxima,Previsão mínima,Previsão máxima,Intervalo previsto,Desvio (mín.),Desvio (máx.),Modelos (mín.),Modelos (máx.),Confiabilidade (mín.),Confiabilidade (máx.),Tendência (mín.),Tendência (máx.)
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,64.65,65.41,64.65,65.41,0.76,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,19.77,40.13,19.77,40.13,20.36,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,53.83,90.75,51.99,78.81,26.81,6.99,9.02,4,4,Moderada,Moderada,Queda,Forte queda
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,39.99,39.99,28.38,24.14,-4.24,8.03,13.04,4,4,Moderada,Moderada,Forte queda,Forte queda
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-9.9,1.73,-0.88,4.13,5.01,7.87,3.26,4,4,Moderada,Alta,Forte alta,Alta
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-31.52,17.68,-31.52,17.68,49.2,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-7.65,20.72,8.58,27.48,18.9,19.42,5.33,4,4,Moderada,Moderada,Forte alta,Forte alta
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,6.01,18.47,13.51,29.9,16.39,8.02,10.37,4,4,Moderada,Moderada,Forte alta,Forte alta
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,28.88,42.36,28.88,42.36,13.48,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-52.78,-29.62,-43.92,-13.77,30.15,12.75,16.21,4,4,Moderada,Moderada,Forte alta,Forte alta
Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-32.98,21.49,-32.98,21.49,54.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,26.95,94.16,26.95,94.16,67.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,72.62,72.62,72.62,72.62,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-72.22,-72.22,-72.22,-72.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-55.04,-2.95,-55.04,-2.95,52.08,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-49.39,38.82,-49.39,38.82,88.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-53.93,39.35,-35.68,54.63,90.31,15.58,15.62,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,3,3,-51.19,-51.19,-46.95,-46.95,0.0,32.49,32.49,4,4,Moderada,Moderada,Alta,Alta
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-53.54,-53.54,-28.6,-28.6,0.0,21.89,21.89,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-58.07,12.01,-61.68,12.9,74.58,13.81,3.42,4,4,Moderada,Moderada,Queda,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-44.99,-34.67,-44.99,-34.67,10.32,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,110.26,110.26,94.56,124.03,29.47,45.77,39.62,4,4,Moderada,Moderada,Forte queda,Forte alta
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,96.38,,96.38,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,14.52,14.52,14.52,14.52,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-14.77,23.6,-14.77,23.6,38.37,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-28.65,18.51,-28.65,18.51,47.16,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-6.56,53.6,-6.56,53.6,60.16,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-16.74,85.34,-16.74,85.34,102.08,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,71.07,110.0,71.06,93.18,22.12,19.47,16.5,4,4,Moderada,Moderada,Estável,Forte queda
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,26.85,26.85,19.25,14.35,-4.9,8.79,14.97,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-19.16,28.16,-19.89,31.38,51.26,2.78,12.32,4,4,Moderada,Moderada,Estável,Alta
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-46.61,-6.78,-46.61,-6.78,39.83,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-33.29,-33.29,-42.15,-37.51,4.64,13.18,11.65,4,4,Moderada,Moderada,Forte queda,Queda
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-29.89,76.77,-19.02,85.44,104.45,14.05,12.76,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,19.12,44.1,19.12,44.1,24.98,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-43.06,-7.17,-45.58,-8.64,36.94,6.16,3.61,4,4,Moderada,Moderada,Queda,Queda
Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-20.26,41.38,-20.26,41.38,61.63,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-26.9,-26.9,-26.9,-26.9,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-12.84,-12.84,-12.84,-12.84,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-20.57,66.75,-20.57,66.75,87.32,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-38.06,19.81,-38.06,19.81,57.87,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,97.08,144.38,79.66,99.37,19.71,23.97,34.92,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,19.29,19.29,42.01,42.01,0.0,19.08,19.08,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-22.25,6.08,-22.25,6.08,28.33,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,21.44,51.5,31.42,45.36,13.94,25.27,12.56,4,4,Moderada,Moderada,Forte alta,Forte queda
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,25.26,75.92,26.2,78.84,52.64,20.12,19.91,4,4,Moderada,Moderada,Estável,Alta
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-6.58,58.01,-6.58,58.01,64.6,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,51.63,72.96,49.58,69.89,20.3,21.81,11.51,4,4,Moderada,Moderada,Queda,Queda
Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-23.36,-23.36,-23.36,-23.36,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-71.07,30.84,-71.07,30.84,101.91,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-32.13,-32.13,-32.13,-32.13,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-2.21,-2.21,-2.21,-2.21,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-29.54,-29.54,-29.54,-29.54,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-5.85,-5.85,-5.85,-5.85,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-69.02,65.67,-64.85,66.54,131.39,4.32,10.8,4,4,Moderada,Moderada,Alta,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,-59.51,-59.51,-55.68,-60.68,-5.0,10.47,17.09,4,4,Moderada,Moderada,Alta,Queda
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-15.46,9.61,-15.46,9.61,25.07,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-21.47,-21.47,-17.24,-24.94,-7.7,16.2,13.29,4,4,Moderada,Moderada,Alta,Queda
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-13.98,-13.98,2.21,1.11,-1.1,26.7,24.9,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-27.75,-27.75,-27.75,-27.75,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-50.84,-13.08,-52.19,-8.13,44.06,3.3,12.12,4,4,Moderada,Moderada,Queda,Alta
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,84.16,84.16,84.16,84.16,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-29.19,1.12,-29.19,1.12,30.31,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-27.66,46.61,-27.66,46.61,74.27,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,49.02,79.44,49.02,79.44,30.42,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-39.08,-20.04,-39.08,-20.04,19.04,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,84.02,170.14,79.05,136.22,57.18,16.74,22.89,4,4,Moderada,Moderada,Queda,Forte queda
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,25.53,25.53,58.97,55.93,-3.03,27.02,23.72,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-42.41,-41.28,-44.02,-42.7,1.32,3.94,3.47,4,4,Moderada,Moderada,Queda,Queda
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-4.76,8.1,-4.76,8.1,12.86,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-24.5,59.81,-22.3,60.71,83.01,5.4,2.21,4,4,Moderada,Moderada,Alta,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-65.33,-19.95,-70.59,-3.28,67.31,19.87,22.62,4,4,Moderada,Moderada,Forte queda,Forte alta
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-19.19,79.64,-19.19,79.64,98.84,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,1.94,1.94,10.03,-4.88,-14.91,19.81,16.71,4,4,Moderada,Moderada,Forte alta,Forte queda
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-53.09,-27.9,-53.09,-27.9,25.19,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,80.15,,80.15,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,25.59,25.59,25.59,25.59,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-40.25,33.78,-40.25,33.78,74.03,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-21.93,-3.89,-21.93,-3.89,18.04,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-28.12,20.95,-28.12,20.95,49.06,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,83.12,151.18,75.24,115.88,40.64,28.17,25.04,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,68.15,68.15,40.66,40.23,-0.43,19.0,19.23,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-32.36,-32.36,-32.36,-32.36,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-69.38,-69.38,-69.38,-69.38,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,22.76,22.76,17.87,11.42,-6.45,16.41,9.91,4,4,Moderada,Moderada,Queda,Forte queda
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-22.76,39.68,-22.58,31.27,53.85,4.12,26.32,4,4,Moderada,Moderada,Estável,Forte queda
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-1.78,66.89,-1.78,66.89,68.66,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-68.9,42.09,-85.06,11.6,96.66,22.21,23.7,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,5.0,17.36,5.0,17.36,12.36,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,70.11,,70.11,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,11.14,11.14,11.14,11.14,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-47.16,-47.16,-47.16,-47.16,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-35.92,5.34,-35.92,5.34,41.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,0,13.49,,13.49,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-40.02,-40.02,-40.02,-40.02,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,51.72,135.79,43.95,95.58,51.63,13.89,28.53,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,2,2,5.74,5.74,-2.79,-2.79,0.0,20.91,20.91,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-55.77,-55.77,-60.81,-60.81,0.0,8.31,8.31,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,27.88,27.88,19.69,30.72,11.04,7.14,3.81,4,4,Moderada,Alta,Forte queda,Alta
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-42.45,125.82,-21.94,111.96,133.89,17.37,10.96,4,4,Moderada,Moderada,Forte alta,Forte queda
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-59.3,49.09,-59.3,49.09,108.4,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,30.81,59.01,38.29,71.19,32.9,18.33,29.84,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-17.79,2.51,-17.79,2.51,20.3,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,84.17,84.17,84.17,84.17,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,17.98,19.54,17.98,19.54,1.56,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,39.28,96.05,39.28,96.05,56.77,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,0,13.36,,13.36,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,120.92,167.22,122.13,154.7,32.57,7.34,8.48,4,4,Moderada,Moderada,Alta,Forte queda
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,70.72,70.72,68.29,58.16,-10.13,10.24,10.51,4,4,Moderada,Moderada,Queda,Forte queda
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-26.48,-5.04,-10.76,3.81,14.57,14.8,8.98,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-33.75,-33.75,-33.75,-33.75,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,16.99,70.61,23.81,70.91,47.1,18.37,14.84,4,4,Moderada,Moderada,Forte alta,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,13.3,34.71,52.25,77.94,25.69,34.65,33.59,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,82.19,83.31,82.19,83.31,1.12,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,25.16,25.16,25.16,25.16,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-62.41,-51.3,-41.59,-35.12,6.47,18.52,28.86,4,4,Moderada,Moderada,Forte alta,Forte alta
Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-67.01,55.8,-67.01,55.8,122.81,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,AC,1,0,42.18,,42.18,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,CN,1,1,-20.16,-20.16,-20.16,-20.16,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-47.97,-47.97,-47.97,-47.97,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-5.05,-5.05,-5.05,-5.05,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,46.82,71.43,46.82,71.43,24.61,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-86.27,14.27,-86.27,14.27,100.54,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,5,5,49.03,130.07,14.48,99.18,84.7,26.76,21.18,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,5,5,-31.73,-31.73,-46.29,-47.11,-0.82,19.24,20.41,4,4,Moderada,Moderada,Forte queda,Forte queda
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPIQ,1,1,-20.59,-16.27,-20.59,-16.27,4.32,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,1,1,11.4,11.4,11.4,11.4,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,1,1,-30.75,-18.06,-30.75,-18.06,12.69,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-30.46,60.18,-30.46,60.18,90.65,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPIQ,1,1,-5.76,-5.76,-5.76,-5.76,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
