Curso,Campus,Turno,Modalidade,Histórico (mín.),Histórico (máx.),Última nota mínima,Última nota máxima,Previsão mínima,Previsão máxima,Intervalo previsto,Desvio (mín.),Desvio (máx.),Modelos (mín.),Modelos (máx.),Confiabilidade (mín.),Confiabilidade (máx.),Tendência (mín.),Tendência (máx.)
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,1,1,-26.22,-26.22,-26.22,-26.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-28.61,14.02,-28.61,14.02,42.63,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-18.6,-18.6,-17.15,18.23,35.38,14.78,29.64,4,4,Moderada,Moderada,Alta,Forte alta
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-28.72,-28.72,-28.72,-28.72,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,14.88,72.13,14.88,72.13,57.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-51.29,-51.29,-51.29,-51.29,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-63.4,-41.3,-63.4,-41.3,22.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,2.8,45.05,2.8,45.05,42.25,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-34.88,-23.75,-34.88,-23.75,11.14,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,-75.98,32.72,-61.79,16.98,78.77,16.12,16.57,4,4,Moderada,Moderada,Forte alta,Forte queda
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,3,3,8.67,8.67,16.58,9.6,-6.98,18.0,6.26,4,4,Moderada,Moderada,Forte alta,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,21.24,21.24,21.24,21.24,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-50.12,-0.82,-45.3,13.79,59.09,7.95,24.09,4,4,Moderada,Moderada,Alta,Forte alta
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-20.76,-20.34,-5.84,-20.65,-14.8,17.6,9.9,4,4,Moderada,Moderada,Forte alta,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-59.74,-59.74,-59.74,-59.74,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,-20.51,-20.51,-20.51,-20.51,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-62.08,1.32,-62.08,1.32,63.4,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-55.95,50.27,-55.95,50.27,106.22,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-34.47,-34.47,-34.47,-34.47,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,47.66,47.66,47.66,47.66,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-13.84,-0.94,-13.84,-0.94,12.9,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,21.42,21.42,21.42,21.42,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-60.26,-0.94,-56.56,4.72,61.29,4.95,17.31,4,4,Moderada,Moderada,Alta,Forte alta
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,1,1,44.58,44.58,44.58,44.58,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-2.77,-2.77,-2.77,-2.77,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-46.0,-32.92,-47.7,-33.52,14.17,6.5,2.33,4,4,Moderada,Moderada,Queda,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-2.63,16.55,5.05,21.11,16.06,18.81,11.17,4,4,Moderada,Moderada,Forte alta,Alta
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-67.76,-67.76,-67.76,-67.76,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-15.78,-15.78,9.57,-24.81,-34.39,41.82,14.9,4,4,Moderada,Moderada,Forte alta,Forte queda
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,22.51,91.16,22.51,91.16,68.64,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-51.32,-0.1,-51.32,-0.1,51.22,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,1.93,1.93,1.93,1.93,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,40.09,40.09,40.09,40.09,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-60.0,32.68,-60.0,32.68,92.68,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,-20.74,105.88,-22.9,80.83,103.74,7.74,17.15,4,4,Moderada,Moderada,Queda,Forte queda
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,-31.24,-31.24,-12.74,-12.74,0.0,16.77,16.77,4,4,Moderada,Moderada,Forte alta,Forte alta
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-20.21,8.08,-13.52,29.87,43.4,22.5,34.57,4,4,Moderada,Moderada,Forte alta,Forte alta
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-6.05,13.3,-22.76,0.13,22.88,13.04,11.69,4,4,Moderada,Moderada,Forte queda,Forte queda
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-53.02,-53.02,-29.22,-37.36,-8.14,18.88,18.89,4,4,Moderada,Moderada,Forte alta,Forte alta
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-20.66,-20.66,-20.66,-20.66,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-51.87,21.22,-51.54,28.35,79.9,0.78,8.72,4,4,Alta,Moderada,Estável,Forte alta
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-29.96,-29.96,-29.96,-29.96,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-49.2,9.67,-49.2,9.67,58.88,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro,Noturno,CN,1,1,2.63,2.63,2.63,2.63,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-38.18,-20.67,-38.18,-20.67,17.51,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-54.59,1.69,-54.59,1.69,56.28,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-11.48,23.13,-11.48,23.13,34.61,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-51.64,31.38,-57.46,40.86,98.31,4.63,16.91,4,4,Moderada,Moderada,Forte queda,Forte alta
Matemática (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-64.38,-64.38,-82.29,-82.29,0.0,43.86,43.86,4,4,Moderada,Moderada,Forte queda,Forte queda
Matemática (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,1,1,23.1,23.1,23.1,23.1,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Matemática (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,1,1,-33.51,-15.93,-33.51,-15.93,17.57,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,70.43,77.74,70.43,77.74,7.31,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,1,1,-6.69,-6.69,-6.69,-6.69,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,166.75,190.33,167.33,188.25,20.92,2.61,4.46,4,4,Alta,Moderada,Estável,Queda
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,120.05,120.05,128.51,128.41,-0.1,6.78,6.79,4,4,Moderada,Moderada,Forte alta,Forte alta
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,88.01,109.38,89.27,107.74,18.47,1.88,5.38,4,4,Muito alta,Moderada,Alta,Queda
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,98.65,98.65,98.65,98.65,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ_PCD,1,1,46.78,46.78,46.78,46.78,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,4,4,55.92,61.26,58.76,68.86,10.11,5.33,14.12,4,4,Moderada,Moderada,Alta,Forte alta
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPIQ,1,1,81.45,96.8,81.45,96.8,15.35,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI_PCD,1,1,-40.02,-40.02,-40.02,-40.02,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,155.1,155.1,163.49,156.37,-7.12,7.86,8.26,4,4,Moderada,Moderada,Forte alta,Alta
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,162.28,162.28,162.28,162.28,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,103.22,103.22,103.22,103.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI_PCD,1,1,107.51,107.51,107.51,107.51,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,78.63,98.02,84.81,105.03,20.22,7.03,7.26,4,4,Moderada,Moderada,Forte alta,Forte alta
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,115.8,119.95,115.8,119.95,4.15,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ_PCD,1,1,-27.58,-2.38,-27.58,-2.38,25.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,82.8,,82.8,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,68.27,68.27,68.27,68.27,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,7.07,34.65,7.07,34.65,27.59,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,9.78,22.88,9.78,22.88,13.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,50.94,54.2,50.94,54.2,3.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,60.74,65.44,60.74,65.44,4.7,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,66.64,99.68,68.39,90.64,22.24,3.44,11.69,4,4,Alta,Moderada,Alta,Forte queda
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,55.86,55.86,56.42,50.95,-5.46,4.46,5.76,4,4,Moderada,Moderada,Estável,Queda
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-2.81,16.67,-4.92,23.27,28.19,5.53,6.25,4,4,Moderada,Moderada,Queda,Forte alta
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-18.65,20.35,-18.65,20.35,39.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-33.59,27.24,-37.99,26.6,64.59,5.14,4.64,4,4,Moderada,Moderada,Queda,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPIQ,1,1,-40.56,10.0,-40.56,10.0,50.56,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,37.33,41.76,45.33,43.78,-1.55,7.17,7.58,4,4,Moderada,Moderada,Forte alta,Alta
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,53.43,53.43,53.43,53.43,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,-34.55,-34.55,-34.55,-34.55,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-62.78,-29.38,-43.88,-1.88,42.01,23.77,24.06,4,4,Moderada,Moderada,Forte alta,Forte alta
Medicina Veterinária (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,11.52,23.97,11.52,23.97,12.45,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-69.55,21.71,-69.55,21.71,91.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-59.2,-59.2,-59.2,-59.2,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-83.17,-5.93,-83.17,-5.93,77.24,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-51.81,-48.41,-51.81,-48.41,3.4,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-79.4,19.14,-75.17,15.39,90.56,7.2,6.81,4,4,Moderada,Moderada,Alta,Queda
Museologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,2,2,-38.9,-38.9,-36.45,-36.45,0.0,9.39,9.39,4,4,Moderada,Moderada,Alta,Alta
Museologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-54.78,-54.78,-54.78,-54.78,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,1,1,-86.04,-63.77,-86.04,-63.77,22.27,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Museologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-75.47,-75.47,-75.47,-75.47,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Música (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-2.41,65.65,-2.63,72.94,75.57,4.97,22.79,4,4,Moderada,Moderada,Estável,Forte alta
Música (Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,-52.88,59.14,-52.88,59.14,112.03,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,13.33,13.33,13.33,13.33,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Música (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,17.12,17.12,17.12,17.12,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Música (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-15.97,132.27,-17.55,126.64,144.19,14.55,54.35,4,4,Moderada,Moderada,Queda,Forte queda
Música (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-69.94,-69.94,-69.94,-69.94,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Música (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,30.34,42.0,43.29,59.8,16.5,21.35,29.36,4,4,Moderada,Moderada,Forte alta,Forte alta
Música (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-64.02,-64.02,-64.02,-64.02,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,64.37,93.95,64.37,93.95,29.58,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,27.71,27.71,27.71,27.71,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,18.95,18.95,18.95,18.95,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-47.36,22.81,-47.36,22.81,70.17,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,48.36,48.36,48.36,48.36,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-13.87,14.26,-13.87,14.26,28.13,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,70.1,99.32,67.84,83.21,15.37,7.18,14.04,4,4,Moderada,Moderada,Queda,Forte queda
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,50.78,50.78,37.8,34.52,-3.28,11.77,11.98,4,4,Moderada,Moderada,Forte queda,Forte queda
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,4.71,4.71,8.77,7.92,-0.85,5.43,4.14,4,4,Moderada,Moderada,Alta,Alta
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-26.22,13.91,-26.22,13.91,40.13,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-25.6,3.04,-19.6,3.39,22.99,12.37,1.22,4,4,Moderada,Alta,Forte alta,Estável
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPIQ,1,1,-31.89,-31.89,-31.89,-31.89,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,3.41,36.9,9.21,34.21,25.01,14.52,7.82,4,4,Moderada,Moderada,Forte alta,Queda
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,31.53,31.53,31.53,31.53,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-67.72,-67.72,-62.24,-44.48,17.76,16.89,32.29,4,4,Moderada,Moderada,Forte alta,Forte alta
Nutrição (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-7.67,10.94,-7.67,10.94,18.6,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,81.78,,81.78,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,71.78,71.78,71.78,71.78,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,19.79,19.79,19.79,19.79,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,16.77,54.23,16.77,54.23,37.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,66.22,66.22,66.22,66.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,41.18,97.12,41.18,97.12,55.94,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,91.44,127.25,88.27,107.29,19.02,5.68,14.94,4,4,Moderada,Moderada,Queda,Forte queda
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,55.21,55.21,36.16,33.31,-2.85,14.94,18.52,4,4,Moderada,Moderada,Forte queda,Forte queda
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,11.18,11.18,25.51,19.51,-6.0,12.6,14.39,4,4,Moderada,Moderada,Forte alta,Forte alta
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-36.85,-34.53,-36.85,-34.53,2.32,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-2.39,50.58,-6.68,44.42,51.1,13.52,5.31,4,4,Moderada,Moderada,Queda,Forte queda
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPIQ,1,1,-62.3,-47.77,-62.3,-47.77,14.52,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,35.47,36.07,61.6,57.38,-4.22,19.67,16.32,4,4,Moderada,Moderada,Forte alta,Forte alta
Odontologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,84.07,84.07,84.07,84.07,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
