subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,84.068,84.068
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,55.21,55.21
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,91.436,127.254
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,1.0,NPPIQ,False,-58.937,-19.995
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,-62.243,-20.304
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,-39.068,-5.105
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-26.747,-22.22
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-4.674,65.014
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,-73.336,-46.101
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-25.37,-25.37
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-24.607,-8.018
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,1.0,PPIQ,False,-37.309,2.578
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,1.0,NPPIQ,False,0.742,19.87
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,29.315,44.612
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,75.146,75.146
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,1.0,NPPIQ,True,-2.927,-2.927
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,83.135,83.135
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado/Licenciatura/ Psicólogo),Diurno,Psicologia (Bacharelado/Licenciatura/ Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,92.692,149.897
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,-12.868,-12.868
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,-54.782,11.654
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-10.181,-10.181
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,5.562,107.231
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química (Licenciatura),Noturno,Química (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-54.702,44.043
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-30.086,126.278
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,1.0,NPPIQ,False,-59.284,22.165
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,1.225,60.338
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,72.126,90.752
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,100.775,100.775
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,105.105,162.477
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-72.556,9.485
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,-37.837,-37.837
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,-49.665,-35.419
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-34.475,-34.475
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-49.336,58.364
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-61.117,-3.129
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Teoria Crítica e História da Arte (Bacharelado),Noturno,Teoria Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-22.04,8.621
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-53.591,-53.591
2023-2025,2025,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-62.252,51.489
2023-2025,2025,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,AC,AC,False,,,,False,-78.391,13.11
2023-2025,2025,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-82.791,-28.816
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,1.0,NPPIQ,False,-52.564,-11.45
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,1.0,PPIQ,False,-63.197,17.991
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,1.0,NPPIQ,False,-8.202,60.62
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,1.0,NPPIQ,True,-2.52,19.278
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,CN,CN,False,,,NEGROS,False,17.209,55.531
2023-2025,2025,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,AC,AC,False,,,,False,61.705,145.39
