subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,3.161,3.161
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",AC,AC,False,,,,False,-74.639,-74.639
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-72.218,20.162
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-42.766,-42.766
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-27.121,8.294
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-65.083,17.752
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-25.958,38.511
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-0.561,39.193
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,7.086,84.313
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,59.772,78.747
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,41.936,77.339
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,80.474,117.229
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-1.016,32.712
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-96.948,-96.948
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-54.452,-2.143
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-42.476,6.428
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-78.171,-78.171
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-74.606,79.364
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-42.429,-6.123
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-58.578,-3.085
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-40.62,42.573
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,5.725,31.993
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-8.39,-0.152
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Biológicas (Bacharelado),Diurno,Ciências Biológicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,47.639,102.589
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-79.622,13.422
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-58.842,12.31
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-62.078,-12.864
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-34.495,6.009
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-2.423,22.985
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura),Diurno,Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-73.444,63.097
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-31.962,3.364
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-19.708,37.407
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-48.677,23.009
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-31.155,71.256
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,52.181,54.601
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,Ciências Econômicas (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,39.606,170.983
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,5.759,24.413
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-8.107,18.517
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-17.943,11.17
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,6.108,45.889
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,25.571,48.115
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,4.468,99.466
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-34.792,-34.792
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-54.902,-23.751
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-33.578,-7.92
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-40.425,-31.165
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-55.437,9.712
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-37.873,-35.003
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-9.56,59.411
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-23.088,43.825
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,35.713,88.167
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,39.989,43.033
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,73.157,133.87
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas - Interpretação Teatral (Bacharelado) *,Diurno,Artes Cênicas - Interpretação Teatral (Bacharelado) * | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-5.726,-5.726
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas - Interpretação Teatral (Bacharelado) *,Diurno,Artes Cênicas - Interpretação Teatral (Bacharelado) * | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,19.746,19.746
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas - Interpretação Teatral (Bacharelado) *,Diurno,Artes Cênicas - Interpretação Teatral (Bacharelado) * | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-35.963,47.134
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/ Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/ Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-36.333,-11.018
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/ Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/ Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-13.605,-0.286
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/ Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/ Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-22.489,9.31
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/ Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/ Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,6.632,32.212
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/ Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/ Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,79.753,125.943
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-35.506,-35.506
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-68.241,-14.636
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-64.299,-37.943
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-101.482,-8.137
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-32.289,-1.11
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-90.624,-3.524
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-66.919,-1.149
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-80.471,-26.835
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-40.808,3.022
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Diurno,Administração (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-5.813,69.035
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,2.342,2.342
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-64.264,-17.504
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-74.731,-4.551
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-30.302,31.847
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-3.806,1.212
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Administração (Bacharelado),Noturno,Administração (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-98.9,38.986
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-43.64,29.027
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-49.871,2.367
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-26.233,8.751
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-27.135,-14.554
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,39.163,52.808
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,42.875,95.093
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-16.819,65.641
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,1.5,PPI,True,-15.077,-15.077
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,35.037,69.129
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,16.331,49.195
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,26.201,124.283
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,67.814,109.896
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,101.827,146.068
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Diurno,Ciências Contábeis (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-33.95,-9.24
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Diurno,Ciências Contábeis (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-43.271,60.116
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Diurno,Ciências Contábeis (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-26.025,9.416
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Diurno,Ciências Contábeis (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,5.872,5.872
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Diurno,Ciências Contábeis (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-77.991,70.338
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Noturno,Ciências Contábeis (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-54.029,-54.029
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Noturno,Ciências Contábeis (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-37.932,-13.347
